journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
CNS Drugs,1172-7047,1179-1934,,,Springer Nature,Hybrid,Q1,,,,
"Cognition, Technology & Work",1435-5558,1435-5566,,,Springer Nature,Hybrid,Q2,,,,
Cognitive Computation,1866-9956,1866-9964,,,Springer Nature,Hybrid,Q1,,,,
Cognitive Neurodynamics,1871-4080,1871-4099,,,Springer Nature,Hybrid,Q2,,,,
Cognitive Therapy and Research,0147-5916,1573-2819,,,Springer Nature,Hybrid,Q2,,,,
"Cognitive, Affective, & Behavioral Neuroscience",1530-7026,1531-135X,,,Springer Nature,Hybrid,Q2,,,,
Combinatorica,0209-9683,1439-6912,,,Springer Nature,Hybrid,Q2,,,,
Communications in Mathematical Physics,0010-3616,1432-0916,,,Springer Nature,Hybrid,Q1,,,,
Communications in Mathematics and Statistics,2194-6701,2194-671X,,,Springer Nature,Hybrid,Q2,,,,
Comparative European Politics,1472-4790,1740-388X,,,Springer Nature,Hybrid,Q2,,,,
Complex Analysis and Operator Theory,1661-8254,1661-8262,,,Springer Nature,Hybrid,Q2,,,,
Computational and Applied Mathematics,2238-3603,1807-0302,,,Springer Nature,Hybrid,Q1,,,,
computational complexity,1016-3328,1420-8954,,,Springer Nature,Hybrid,Q2,,,,
Computational Economics,0927-7099,1572-9974,,,Springer Nature,Hybrid,Q2,,,,
Computational Mechanics,0178-7675,1432-0924,,,Springer Nature,Hybrid,Q1,,,,
Computational Methods and Function Theory,1617-9447,2195-3724,,,Springer Nature,Hybrid,Q2,,,,
Computational Optimization and Applications,0926-6003,1573-2894,,,Springer Nature,Hybrid,Q1,,,,
Computational Statistics,0943-4062,1613-9658,,,Springer Nature,Hybrid,Q2,,,,
Computing,0010-485X,1436-5057,,,Springer Nature,Hybrid,Q2,,,,
Conservation Genetics,1566-0621,1572-9737,,,Springer Nature,Hybrid,Q2,,,,
Constructive Approximation,0176-4276,1432-0940,,,Springer Nature,Hybrid,Q1,,,,
Continuum Mechanics and Thermodynamics,0935-1175,1432-0959,,,Springer Nature,Hybrid,Q2,,,,
Contributions to Mineralogy and Petrology,0010-7999,1432-0967,,,Springer Nature,Hybrid,Q1,,,,
Coral Reefs,0722-4028,1432-0975,,,Springer Nature,Hybrid,Q1,,,,
"Crime, Law and Social Change",0925-4994,1573-0751,,,Springer Nature,Hybrid,Q2,,,,
Cryptography and Communications,1936-2447,1936-2455,,,Springer Nature,Hybrid,Q2,,,,
Cultural Studies of Science Education,1871-1502,1871-1510,,,Springer Nature,Hybrid,Q1,,,,
"Culture, Medicine, and Psychiatry",0165-005X,1573-076X,,,Springer Nature,Hybrid,Q1,,,,
Current Addiction Reports,,2196-2952,,,Springer Nature,Hybrid,Q1,,,,
Current Allergy and Asthma Reports,1529-7322,1534-6315,,,Springer Nature,Hybrid,Q1,,,,
Current Atherosclerosis Reports,1523-3804,1534-6242,,,Springer Nature,Hybrid,Q1,,,,
Current Cardiology Reports,1523-3782,1534-3170,,,Springer Nature,Hybrid,Q2,,,,
Current Climate Change Reports,,2198-6061,,,Springer Nature,Hybrid,Q1,,,,
Current Diabetes Reports,1534-4827,1539-0829,,,Springer Nature,Hybrid,Q1,,,,
Current Environmental Health Reports,,2196-5412,,,Springer Nature,Hybrid,Q1,,,,
Current Epidemiology Reports,,2196-2995,,,Springer Nature,Hybrid,Q1,,,,
Current Forestry Reports,,2198-6436,,,Springer Nature,Hybrid,Q1,,,,
Current Hematologic Malignancy Reports,1558-8211,1558-822X,,,Springer Nature,Hybrid,Q2,,,,
Current HIV/AIDS Reports,1548-3568,1548-3576,,,Springer Nature,Hybrid,Q1,,,,
Current Hypertension Reports,1522-6417,1534-3111,,,Springer Nature,Hybrid,Q1,,,,
Current Infectious Disease Reports,1523-3847,1534-3146,,,Springer Nature,Hybrid,Q2,,,,
Current Neurology and Neuroscience Reports,1528-4042,1534-6293,,,Springer Nature,Hybrid,Q1,,,,
Current Nutrition Reports,,2161-3311,,,Springer Nature,Hybrid,Q1,,,,
Current Obesity Reports,,2162-4968,,,Springer Nature,Hybrid,Q1,,,,
Current Oncology Reports,1523-3790,1534-6269,,,Springer Nature,Hybrid,Q1,,,,
Current Osteoporosis Reports,1544-1873,1544-2241,,,Springer Nature,Hybrid,Q1,,,,
Current Pain and Headache Reports,1531-3433,1534-3081,,,Springer Nature,Hybrid,Q2,,,,
Current Pollution Reports,,2198-6592,,,Springer Nature,Hybrid,Q1,,,,
Current Psychiatry Reports,1523-3812,1535-1645,,,Springer Nature,Hybrid,Q1,,,,
Current Psychology,1046-1310,1936-4733,,,Springer Nature,Hybrid,Q1,,,,
Current Reviews in Musculoskeletal Medicine,,1935-9748,,,Springer Nature,Hybrid,Q1,,,,
Current Rheumatology Reports,1523-3774,1534-6307,,,Springer Nature,Hybrid,Q2,,,,
Current Treatment Options in Oncology,1527-2729,1534-6277,,,Springer Nature,Hybrid,Q1,,,,
Current Urology Reports,1527-2737,1534-6285,,,Springer Nature,Hybrid,Q2,,,,
Data Mining and Knowledge Discovery,1384-5810,1573-756X,,,Springer Nature,Hybrid,Q2,,,,
De Economist,0013-063X,1572-9982,,,Springer Nature,Hybrid,Q2,,,,
"Designs, Codes and Cryptography",0925-1022,1573-7586,,,Springer Nature,Hybrid,Q2,,,,
Diabetologia,0012-186X,1432-0428,,,Springer Nature,Hybrid,Q1,,,,
Digestive Diseases and Sciences,0163-2116,1573-2568,,,Springer Nature,Hybrid,Q2,,,,
Discrete Event Dynamic Systems,0924-6703,1573-7594,,,Springer Nature,Hybrid,Q2,,,,
Distributed Computing,0178-2770,1432-0452,,,Springer Nature,Hybrid,Q2,,,,
Documenta Ophthalmologica,0012-4486,1573-2622,,,Springer Nature,Hybrid,Q1,,,,
Drug Delivery and Translational Research,2190-393X,2190-3948,,,Springer Nature,Hybrid,Q1,,,,
Drug Safety,0114-5916,1179-1942,,,Springer Nature,Hybrid,Q1,,,,
Drugs,0012-6667,1179-1950,,,Springer Nature,Hybrid,Q1,,,,
Drugs & Aging,1170-229X,1179-1969,,,Springer Nature,Hybrid,Q2,,,,
Dysphagia,0179-051X,1432-0460,,,Springer Nature,Hybrid,Q1,,,,
Early Childhood Education Journal,1082-3301,1573-1707,,,Springer Nature,Hybrid,Q2,,,,
Earth Science Informatics,1865-0473,1865-0481,,,Springer Nature,Hybrid,Q2,,,,
Earthquake Engineering and Engineering Vibration,1671-3664,1993-503X,,,Springer Nature,Hybrid,Q2,,,,
Economia Politica,1120-2890,1973-820X,,,Springer Nature,Hybrid,Q2,,,,
Economic Change and Restructuring,1573-9414,1574-0277,,,Springer Nature,Hybrid,Q1,,,,
Ecosystems,1432-9840,1435-0629,,,Springer Nature,Hybrid,Q2,,,,
Ecotoxicology,0963-9292,1573-3017,,,Springer Nature,Hybrid,Q2,,,,
Education and Information Technologies,1360-2357,1573-7608,,,Springer Nature,Hybrid,Q1,,,,
Education and Treatment of Children,0748-8491,1934-8924,,,Springer Nature,Hybrid,Q2,,,,
"Educational Assessment, Evaluation and Accountability",1874-8597,1874-8600,,,Springer Nature,Hybrid,Q2,,,,
Educational Psychology Review,1040-726X,1573-336X,,,Springer Nature,Hybrid,Q1,,,,
Educational Studies in Mathematics,0013-1954,1573-0816,,,Springer Nature,Hybrid,Q2,,,,
Educational technology research and development,1042-1629,1556-6501,,,Springer Nature,Hybrid,Q1,,,,
Electrochemical Energy Reviews,2520-8489,2520-8136,,,Springer Nature,Hybrid,Q1,,,,
Electronic Commerce Research,1389-5753,1572-9362,,,Springer Nature,Hybrid,Q2,,,,
Electronic Markets,1019-6781,1422-8890,,,Springer Nature,Hybrid,Q1,,,,
Empirica,0340-8744,1573-6911,,,Springer Nature,Hybrid,Q2,,,,
Empirical Economics,0377-7332,1435-8921,,,Springer Nature,Hybrid,Q2,,,,
Empirical Software Engineering,1382-3256,1573-7616,,,Springer Nature,Hybrid,Q1,,,,
Endocrine,1355-008X,1559-0100,,,Springer Nature,Hybrid,Q2,,,,
Endocrine Pathology,1046-3976,1559-0097,,,Springer Nature,Hybrid,Q1,,,,
Energy Efficiency,1570-646X,1570-6478,,,Springer Nature,Hybrid,Q2,,,,
Engineering with Computers,0177-0667,1435-5663,,,Springer Nature,Hybrid,Q1,,,,
"Environment, Development and Sustainability",1387-585X,1573-2975,,,Springer Nature,Hybrid,Q2,,,,
Environmental and Ecological Statistics,1352-8505,1573-3009,,,Springer Nature,Hybrid,Q1,,,,
Environmental and Resource Economics,0924-6460,1573-1502,,,Springer Nature,Hybrid,Q1,,,,
Environmental Biology of Fishes,0378-1909,1573-5133,,,Springer Nature,Hybrid,Q2,,,,
Environmental Chemistry Letters,1610-3653,1610-3661,,,Springer Nature,Hybrid,Q1,,,,
Environmental Earth Sciences,1866-6280,1866-6299,,,Springer Nature,Hybrid,Q2,,,,
Environmental Fluid Mechanics,1567-7419,1573-1510,,,Springer Nature,Hybrid,Q2,,,,
Environmental Geochemistry and Health,0269-4042,1573-2983,,,Springer Nature,Hybrid,Q1,,,,
EPMA Journal,1878-5077,1878-5085,,,Springer Nature,Hybrid,Q1,,,,
Esophagus,1612-9059,1612-9067,,,Springer Nature,Hybrid,Q2,,,,
Estuaries and Coasts,1559-2723,1559-2731,,,Springer Nature,Hybrid,Q2,,,,
Ethics and Information Technology,1388-1957,1572-8439,,,Springer Nature,Hybrid,Q1,,,,
Euphytica,0014-2336,1573-5060,,,Springer Nature,Hybrid,Q2,,,,
Eurasian Business Review,1309-4297,2147-4281,,,Springer Nature,Hybrid,Q1,,,,
European Archives of Oto-Rhino-Laryngology,0937-4477,1434-4726,,,Springer Nature,Hybrid,Q1,,,,
European Archives of Psychiatry and Clinical Neuroscience,0940-1334,1433-8491,,,Springer Nature,Hybrid,Q1,,,,
European Business Organization Law Review,1566-7529,1741-6205,,,Springer Nature,Hybrid,Q1,,,,
European Child & Adolescent Psychiatry,1018-8827,1435-165X,,,Springer Nature,Hybrid,Q1,,,,
European Food Research and Technology,1438-2377,1438-2385,,,Springer Nature,Hybrid,Q2,,,,
European Geriatric Medicine,,1878-7657,,,Springer Nature,Hybrid,Q2,,,,
European Journal for Philosophy of Science,1879-4912,1879-4920,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Applied Physiology,1439-6319,1439-6327,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Clinical Microbiology & Infectious Diseases,0934-9723,1435-4373,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Clinical Pharmacology,0031-6970,1432-1041,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Epidemiology,0393-2990,1573-7284,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Forest Research,1612-4669,1612-4677,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Human Genetics,1018-4813,1476-5438,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Law and Economics,0929-1261,1572-9990,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Nuclear Medicine and Molecular Imaging,1619-7070,1619-7089,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Nutrition,1436-6207,1436-6215,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Pediatrics,0340-6199,1432-1076,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Plant Pathology,0929-1873,1573-8469,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Psychology of Education,0256-2928,1878-5174,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Trauma and Emergency Surgery,1863-9933,1863-9941,,,Springer Nature,Hybrid,Q2,,,,
European Journal of Wildlife Research,1612-4642,1439-0574,,,Springer Nature,Hybrid,Q1,,,,
European Journal of Wood and Wood Products,0018-3768,1436-736X,,,Springer Nature,Hybrid,Q1,,,,
European Journal on Criminal Policy and Research,0928-1371,1572-9869,,,Springer Nature,Hybrid,Q2,,,,
European Radiology,0938-7994,1432-1084,,,Springer Nature,Hybrid,Q1,,,,
European Spine Journal,0940-6719,1432-0932,,,Springer Nature,Hybrid,Q2,,,,
Experimental and Applied Acarology,0168-8162,1572-9702,,,Springer Nature,Hybrid,Q2,,,,
Experimental Astronomy,0922-6435,1572-9508,,,Springer Nature,Hybrid,Q2,,,,
Experimental Mechanics,0014-4851,1741-2765,,,Springer Nature,Hybrid,Q2,,,,
Experimental Techniques,0732-8818,1747-1567,,,Springer Nature,Hybrid,Q2,,,,
Experiments in Fluids,0723-4864,1432-1114,,,Springer Nature,Hybrid,Q2,,,,
Exposure and Health,2451-9766,2451-9685,,,Springer Nature,Hybrid,Q1,,,,
Extremes,1386-1999,1572-915X,,,Springer Nature,Hybrid,Q1,,,,
Facies,0172-9179,1612-4820,,,Springer Nature,Hybrid,Q2,,,,
Feminist Legal Studies,0966-3622,1572-8455,,,Springer Nature,Hybrid,Q1,,,,
Few-Body Systems,0177-7963,1432-5411,,,Springer Nature,Hybrid,Q2,,,,
Fibers and Polymers,1229-9197,1875-0052,,,Springer Nature,Hybrid,Q2,,,,
Finance and Stochastics,0949-2984,1432-1122,,,Springer Nature,Hybrid,Q2,,,,
Fire Technology,0015-2684,1572-8099,,,Springer Nature,Hybrid,Q2,,,,
Fish Physiology and Biochemistry,0920-1742,1573-5168,,,Springer Nature,Hybrid,Q2,,,,
Flexible Services and Manufacturing Journal,1936-6582,1936-6590,,,Springer Nature,Hybrid,Q2,,,,
"Flow, Turbulence and Combustion",1386-6184,1573-1987,,,Springer Nature,Hybrid,Q2,,,,
Folia Microbiologica,0015-5632,1874-9356,,,Springer Nature,Hybrid,Q2,,,,
Food Analytical Methods,1936-9751,1936-976X,,,Springer Nature,Hybrid,Q2,,,,
Food and Bioprocess Technology,1935-5130,1935-5149,,,Springer Nature,Hybrid,Q1,,,,
Food and Environmental Virology,1867-0334,1867-0342,,,Springer Nature,Hybrid,Q2,,,,
Food Biophysics,1557-1858,1557-1866,,,Springer Nature,Hybrid,Q2,,,,
Food Engineering Reviews,1866-7910,1866-7929,,,Springer Nature,Hybrid,Q1,,,,
Food Science and Biotechnology,1226-7708,2092-6456,,,Springer Nature,Hybrid,Q2,,,,
Food Security,1876-4517,1876-4525,,,Springer Nature,Hybrid,Q1,,,,
Forensic Toxicology,1860-8965,1860-8973,,,Springer Nature,Hybrid,Q2,,,,
Foundations of Chemistry,1386-4238,1572-8463,,,Springer Nature,Hybrid,Q1,,,,
Foundations of Computational Mathematics,1615-3375,1615-3383,,,Springer Nature,Hybrid,Q1,,,,
Foundations of Science,1233-1821,1572-8471,,,Springer Nature,Hybrid,Q2,,,,
Fractional Calculus and Applied Analysis,1311-0454,1314-2224,,,Springer Nature,Hybrid,Q1,,,,
Frontiers of Computer Science,2095-2228,2095-2236,,,Springer Nature,Hybrid,Q1,,,,
Functional & Integrative Genomics,1438-793X,1438-7948,,,Springer Nature,Hybrid,Q2,,,,
Fuzzy Optimization and Decision Making,1568-4539,1573-2908,,,Springer Nature,Hybrid,Q1,,,,
Gastric Cancer,1436-3291,1436-3305,,,Springer Nature,Hybrid,Q1,,,,
General Relativity and Gravitation,0001-7701,1572-9532,,,Springer Nature,Hybrid,Q2,,,,
Genes & Immunity,1466-4879,1476-5470,,,Springer Nature,Hybrid,Q1,,,,
Geoheritage,1867-2477,1867-2485,,,Springer Nature,Hybrid,Q2,,,,
GeoInformatica,1384-6175,1573-7624,,,Springer Nature,Hybrid,Q2,,,,
Geometric and Functional Analysis,1016-443X,1420-8970,,,Springer Nature,Hybrid,Q1,,,,
GeroScience,2509-2715,2509-2723,,,Springer Nature,Hybrid,Q1,,,,
GPS Solutions,1080-5370,1521-1886,,,Springer Nature,Hybrid,Q2,,,,
Graefe's Archive for Clinical and Experimental Ophthalmology,0721-832X,1435-702X,,,Springer Nature,Hybrid,Q2,,,,
Granular Matter,1434-5021,1434-7636,,,Springer Nature,Hybrid,Q2,,,,
Group Decision and Negotiation,0926-2644,1572-9907,,,Springer Nature,Hybrid,Q1,,,,
Hague Journal on the Rule of Law,1876-4045,1876-4053,,,Springer Nature,Hybrid,Q1,,,,
Health Care Analysis,1065-3058,1573-3394,,,Springer Nature,Hybrid,Q2,,,,
Health Information Science and Systems,,2047-2501,,,Springer Nature,Hybrid,Q2,,,,
Heart Failure Reviews,1382-4147,1573-7322,,,Springer Nature,Hybrid,Q1,,,,
Hepatology International,1936-0533,1936-0541,,,Springer Nature,Hybrid,Q1,,,,
Hernia,1265-4906,1248-9204,,,Springer Nature,Hybrid,Q2,,,,
High Temperature Corrosion of Materials,2731-8397,2731-8400,,,Springer Nature,Hybrid,Q2,,,,
Higher Education,0018-1560,1573-174X,,,Springer Nature,Hybrid,Q1,,,,
Higher Education Policy,0952-8733,1740-3863,,,Springer Nature,Hybrid,Q1,,,,
Histochemistry and Cell Biology,0948-6143,1432-119X,,,Springer Nature,Hybrid,Q2,,,,
History and Philosophy of the Life Sciences,0391-9714,1742-6316,,,Springer Nature,Hybrid,Q2,,,,
"Horticulture, Environment, and Biotechnology",2211-3452,2211-3460,,,Springer Nature,Hybrid,Q2,,,,
Human Ecology,0300-7839,1572-9915,,,Springer Nature,Hybrid,Q1,,,,
Human Genetics,0340-6717,1432-1203,,,Springer Nature,Hybrid,Q2,,,,
Human Nature,1045-6767,1936-4776,,,Springer Nature,Hybrid,Q1,,,,
Hydrobiologia,0018-8158,1573-5117,,,Springer Nature,Hybrid,Q1,,,,
Hydrogeology Journal,1431-2174,1435-0157,,,Springer Nature,Hybrid,Q2,,,,
Hypertension Research,0916-9636,1348-4214,,,Springer Nature,Hybrid,Q1,,,,
Immunogenetics,0093-7711,1432-1211,,,Springer Nature,Hybrid,Q2,,,,
Immunologic Research,0257-277X,1559-0755,,,Springer Nature,Hybrid,Q2,,,,
In Vitro Cellular & Developmental Biology - Plant,1054-5476,1475-2689,,,Springer Nature,Hybrid,Q2,,,,
Indian Journal of Pediatrics,0019-5456,0973-7693,,,Springer Nature,Hybrid,Q2,,,,
Infection,0300-8126,1439-0973,,,Springer Nature,Hybrid,Q2,,,,
Inflammation,0360-3997,1573-2576,,,Springer Nature,Hybrid,Q1,,,,
Inflammation Research,1023-3830,1420-908X,,,Springer Nature,Hybrid,Q1,,,,
Inflammopharmacology,0925-4692,1568-5608,,,Springer Nature,Hybrid,Q1,,,,
Information Systems and e-Business Management,1617-9846,1617-9854,,,Springer Nature,Hybrid,Q2,,,,
Information Systems Frontiers,1387-3326,1572-9419,,,Springer Nature,Hybrid,Q1,,,,
Information Technology & Tourism,1098-3058,1943-4294,,,Springer Nature,Hybrid,Q1,,,,
Information Technology and Management,1385-951X,1573-7667,,,Springer Nature,Hybrid,Q1,,,,
Insectes Sociaux,0020-1812,1420-9098,,,Springer Nature,Hybrid,Q2,,,,
Instructional Science,0020-4277,1573-1952,,,Springer Nature,Hybrid,Q1,,,,
Integral Equations and Operator Theory,0378-620X,1420-8989,,,Springer Nature,Hybrid,Q2,,,,
Intelligent Service Robotics,1861-2776,1861-2784,,,Springer Nature,Hybrid,Q2,,,,
Intensive Care Medicine,0342-4642,1432-1238,,,Springer Nature,Hybrid,Q1,,,,
Interdisciplinary Sciences: Computational Life Sciences,1913-2751,1867-1462,,,Springer Nature,Hybrid,Q1,,,,
Internal and Emergency Medicine,1828-0447,1970-9366,,,Springer Nature,Hybrid,Q1,,,,
International Archives of Occupational and Environmental Health,0340-0131,1432-1246,,,Springer Nature,Hybrid,Q2,,,,
International Entrepreneurship and Management Journal,1554-7191,1555-1938,,,Springer Nature,Hybrid,Q2,,,,
"International Environmental Agreements: Politics, Law and Economics",1567-9764,1573-1553,,,Springer Nature,Hybrid,Q1,,,,
International Journal for Educational and Vocational Guidance,1873-0388,1573-1782,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Biometeorology,0020-7128,1432-1254,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Clinical Oncology,1341-9625,1437-7772,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Clinical Pharmacy,2210-7703,2210-7711,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Computer Assisted Radiology and Surgery,1861-6410,1861-6429,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Computer Vision,0920-5691,1573-1405,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Computer-Supported Collaborative Learning,1556-1607,1556-1615,,,Springer Nature,Hybrid,Q1,,,,
"International Journal of Control, Automation and Systems",1598-6446,2005-4092,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Environmental Research,1735-6865,2008-2304,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Environmental Science and Technology,1735-1472,1735-2630,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Fracture,0376-9429,1573-2673,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Fuzzy Systems,1562-2479,2199-3211,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Health Economics and Management,2199-9023,2199-9031,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Impotence Research,0955-9930,1476-5489,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Information Security,1615-5262,1615-5270,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Legal Medicine,0937-9827,1437-1596,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Material Forming,1960-6206,1960-6214,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Mechanics and Materials in Design,1569-1713,1573-8841,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Mental Health and Addiction,1557-1874,1557-1882,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Metalcasting,1939-5981,2163-3193,,,Springer Nature,Hybrid,Q2,,,,
"International Journal of Minerals, Metallurgy and Materials",1674-4799,1869-103X,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Multimedia Information Retrieval,2192-6611,2192-662X,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Plant Production,1735-6814,1735-8043,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Precision Engineering and Manufacturing,2234-7593,2005-4602,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Precision Engineering and Manufacturing-Green Technology,2288-6206,2198-0810,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Primatology,0164-0291,1573-8604,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Science and Mathematics Education,1571-0068,1573-1774,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Social Robotics,1875-4791,1875-4805,,,Springer Nature,Hybrid,Q2,,,,
International Journal of Technology and Design Education,0957-7572,1573-1804,,,Springer Nature,Hybrid,Q1,,,,
International Journal of Thermophysics,0195-928X,1572-9567,,,Springer Nature,Hybrid,Q2,,,,
International Orthopaedics,0341-2695,1432-5195,,,Springer Nature,Hybrid,Q2,,,,
International Tax and Public Finance,0927-5940,1573-6970,,,Springer Nature,Hybrid,Q2,,,,
Inventiones mathematicae,0020-9910,1432-1297,,,Springer Nature,Hybrid,Q1,,,,
Investigational New Drugs,0167-6997,1573-0646,,,Springer Nature,Hybrid,Q2,,,,
Irish Journal of Medical Science (1971 -),0021-1265,1863-4362,,,Springer Nature,Hybrid,Q2,,,,
Irrigation Science,0342-7188,1432-1319,,,Springer Nature,Hybrid,Q1,,,,
Israel Journal of Mathematics,0021-2172,1565-8511,,,Springer Nature,Hybrid,Q2,,,,
Japan Journal of Industrial and Applied Mathematics,0916-7005,1868-937X,,,Springer Nature,Hybrid,Q2,,,,
Japanese Journal of Ophthalmology,0021-5155,1613-2246,,,Springer Nature,Hybrid,Q2,,,,
Japanese Journal of Radiology,1867-1071,1867-108X,,,Springer Nature,Hybrid,Q1,,,,
JBIC Journal of Biological Inorganic Chemistry,0949-8257,1432-1327,,,Springer Nature,Hybrid,Q2,,,,
Jewish History,0334-701X,1572-8579,,,Springer Nature,Hybrid,Q2,,,,
JOM,1047-4838,1543-1851,,,Springer Nature,Hybrid,Q2,,,,
Journal d'Analyse Mathématique,0021-7670,1565-8538,,,Springer Nature,Hybrid,Q2,,,,
Journal for General Philosophy of Science,0925-4560,1572-8587,,,Springer Nature,Hybrid,Q2,,,,
Journal of Agricultural and Environmental Ethics,1187-7863,1573-322X,,,Springer Nature,Hybrid,Q1,,,,
Journal of Algebraic Combinatorics,0925-9899,1572-9192,,,Springer Nature,Hybrid,Q2,,,,
Journal of Anesthesia,0913-8668,1438-8359,,,Springer Nature,Hybrid,Q2,,,,
Journal of Applied Mathematics and Computing,1598-5865,1865-2085,,,Springer Nature,Hybrid,Q1,,,,
Journal of Applied Phycology,0921-8971,1573-5176,,,Springer Nature,Hybrid,Q1,,,,
Journal of Archaeological Method and Theory,1072-5369,1573-7764,,,Springer Nature,Hybrid,Q1,,,,
Journal of Archaeological Research,1059-0161,1573-7756,,,Springer Nature,Hybrid,Q1,,,,
Journal of Assisted Reproduction and Genetics,1058-0468,1573-7330,,,Springer Nature,Hybrid,Q1,,,,
Journal of Autism and Developmental Disorders,0162-3257,1573-3432,,,Springer Nature,Hybrid,Q2,,,,
Journal of Behavioral Medicine,0160-7715,1573-3521,,,Springer Nature,Hybrid,Q1,,,,
Journal of Bioenergetics and Biomembranes,0145-479X,1573-6881,,,Springer Nature,Hybrid,Q2,,,,
Journal of Bioethical Inquiry,1176-7529,1872-4353,,,Springer Nature,Hybrid,Q2,,,,
Journal of Biomolecular NMR,0925-2738,1573-5001,,,Springer Nature,Hybrid,Q2,,,,
Journal of Bionic Engineering,1672-6529,2543-2141,,,Springer Nature,Hybrid,Q1,,,,
Journal of Brand Management,1350-231X,1479-1803,,,Springer Nature,Hybrid,Q2,,,,
Journal of Business and Psychology,0889-3268,1573-353X,,,Springer Nature,Hybrid,Q1,,,,
Journal of Business Ethics,0167-4544,1573-0697,,,Springer Nature,Hybrid,Q1,,,,
Journal of Cancer Survivorship,1932-2259,1932-2267,,,Springer Nature,Hybrid,Q1,,,,
Journal of Cardiovascular Translational Research,1937-5387,1937-5395,,,Springer Nature,Hybrid,Q2,,,,
Journal of Central South University,2095-2899,2227-5223,,,Springer Nature,Hybrid,Q1,,,,
Journal of Child and Family Studies,1062-1024,1573-2843,,,Springer Nature,Hybrid,Q2,,,,
Journal of Chinese Political Science,1080-6954,1874-6357,,,Springer Nature,Hybrid,Q1,,,,
Journal of Civil Structural Health Monitoring,2190-5452,2190-5479,,,Springer Nature,Hybrid,Q1,,,,
Journal of Classification,0176-4268,1432-1343,,,Springer Nature,Hybrid,Q1,,,,
Journal of Clinical Immunology,0271-9142,1573-2592,,,Springer Nature,Hybrid,Q1,,,,
Journal of Clinical Monitoring and Computing,1387-1307,1573-2614,,,Springer Nature,Hybrid,Q2,,,,
Journal of Cluster Science,1040-7278,1572-8862,,,Springer Nature,Hybrid,Q1,,,,
Journal of Coastal Conservation,1400-0350,1874-7841,,,Springer Nature,Hybrid,Q2,,,,
Journal of Coatings Technology and Research,1547-0091,1935-3804,,,Springer Nature,Hybrid,Q2,,,,
Journal of Combinatorial Optimization,1382-6905,1573-2886,,,Springer Nature,Hybrid,Q2,,,,
Journal of Community Health,0094-5145,1573-3610,,,Springer Nature,Hybrid,Q2,,,,
Journal of Comparative Physiology A,0340-7594,1432-1351,,,Springer Nature,Hybrid,Q1,,,,
Journal of Comparative Physiology B,0174-1578,1432-136X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Computational Electronics,1569-8025,1572-8137,,,Springer Nature,Hybrid,Q2,,,,
Journal of Computer-Aided Molecular Design,0920-654X,1573-4951,,,Springer Nature,Hybrid,Q2,,,,
Journal of Computing in Higher Education,1042-1726,1867-1233,,,Springer Nature,Hybrid,Q1,,,,
Journal of Cryptology,0933-2790,1432-1378,,,Springer Nature,Hybrid,Q1,,,,
Journal of Cultural Economics,0885-2545,1573-6997,,,Springer Nature,Hybrid,Q2,,,,
