journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Politics & Society,0032-3292,1552-7514,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Asian Security and International Affairs,2347-7970,2349-0039,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Lighting Design + Application,0360-6325,0360-6325,NA,"Design, Architecture & Ergonomics",SAGE,Hybrid,,,,,
Health Education & Behavior,1090-1981,1552-6127,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Information Technology,0268-3962,1466-4437,Science & Society Studies,Information Science,SAGE,Hybrid,,,,,
New Perspectives,2336-825X,2336-8268,NA,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
"Work, Employment and Society",0950-0170,1469-8722,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Asia-Pacific Journal of Management Research and Innovation,2319-510X,2321-0729,Business & Management,Business & Management,SAGE,Hybrid,,,,,
International Journal of Surgical Pathology,1066-8969,1940-2465,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Journal of Research in Music Education,0022-4294,1945-0095,Education,Education,SAGE,Hybrid,,,,,
Behavior Modification,0145-4455,1552-4167,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Health Information Management Journal,1833-3583,1833-3575,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Criminal Justice Review,0734-0168,1556-3839,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Men and Masculinities,1097-184X,1552-6828,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Humanistic Psychology,0022-1678,1552-650X,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Information Science,0165-5515,1741-6485,Vocational & Professional Studies,Information Science,SAGE,Hybrid,,,,,
Entrepreneurship Theory and Practice,1042-2587,1540-6520,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Clinical Hemorheology and Microcirculation,1386-0291,1875-8622,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Culture and Education,1135-6405,1578-4118,NA,Education,SAGE,Hybrid,,,,,
Critical Reviews in Oral Biology & Medicine,1045-4411,1544-1113,NA,NA,SAGE,Hybrid,,,,,
Intelligent Decision Technologies,1872-4981,1875-8843,"Maths, Physics, Chemistry & Computing",Material Science,SAGE,Hybrid,,,,,
International Journal of Social Determinants of Health and Health Services,2755-1938,2755-1946,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
The Linacre Quarterly,0024-3639,2050-8549,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Bioactive and Compatible Polymers,0883-9115,1530-8030,Materials Science & Engineering,Biology & Life Sciences,SAGE,Hybrid,,,,,
Child Language Teaching and Therapy,0265-6590,1477-0865,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Progress in Physical Geography: Earth and Environment,0309-1333,1477-0296,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Crime & Delinquency,0011-1287,1552-387X,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Career Development,0894-8453,1556-0856,Business & Management,Business & Management,SAGE,Hybrid,,,,,
"Literature, Critique, and Empire Today",3033-3962,3033-3970,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Substance Use & Addiction Journal,2976-7342,2976-7350,NA,Psychology & Counseling,SAGE,Hybrid,,,,,
"Policy, Politics, & Nursing Practice",1527-1544,1552-7468,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
The Journal of Early Adolescence,0272-4316,1552-5449,Sociology,Psychology & Counseling,SAGE,Hybrid,,,,,
"Science, Technology, & Human Values",0162-2439,1552-8251,Science & Society Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Word of Mouth,1048-3950,2154-3941,Education,Education,SAGE,Hybrid,,,,,
Armed Forces & Society,0095-327X,1556-0848,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
ILR Review,0019-7939,2162-271X,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Advanced Academics,1932-202X,2162-9536,Education,Education,SAGE,Hybrid,,,,,
"Media, Culture & Society",0163-4437,1460-3675,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
British Journalism Review,0956-4748,1741-2668,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Violence Against Women,1077-8012,1552-8448,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Teacher Education,0022-4871,1552-7816,Education,Education,SAGE,Hybrid,,,,,
Designing,3049-7671,3049-7671,NA,NA,SAGE,Hybrid,,,,,
Intelligenza Artificiale,1724-8035,2211-0097,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Environment and Planning A: Economy and Space,0308-518X,1472-3409,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
American Politics Research,1532-673X,1552-3373,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Music Educators Journal,0027-4321,1945-0087,Education,Education,SAGE,Hybrid,,,,,
Model Assisted Statistics and Applications,1574-1699,1875-9068,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Nineteenth Century Theatre and Film,1748-3727,2048-2906,Cultural Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
TEACHING Exceptional Children,0040-0599,2163-5684,Education,Education,SAGE,Hybrid,,,,,
Alexandria,0955-7490,2050-4551,Vocational & Professional Studies,Information Science,SAGE,Hybrid,,,,,
The International Journal of Robotics Research,0278-3649,1741-3176,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Energy & Environment,0958-305X,2048-4070,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Literacy Research,1086-296X,1554-8430,Education,Education,SAGE,Hybrid,,,,,
Teachers College Record,0161-4681,1467-9620,Education,Education,SAGE,Hybrid,,,,,
Indoor and Built Environment,1420-326X,1423-0070,Materials Science & Engineering,"Design, Architecture & Ergonomics",SAGE,Hybrid,,,,,
Clinical Rehabilitation,0269-2155,1477-0873,Neurology,"Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Progress in Transplantation,1526-9248,2164-6708,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Psychopharmacology,0269-8811,1461-7285,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Political Insight,2041-9058,2041-9066,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
The American Review of Public Administration,0275-0740,1552-3357,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Intelligent Material Systems and Structures,1045-389X,1530-8138,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Criminal Justice Policy Review,0887-4034,1552-3586,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Empirical Research on Human Research Ethics,1556-2646,1556-2654,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Philosophy & Social Criticism,0191-4537,1461-734X,Arts & Humanities,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Psychology of Music,0305-7356,1741-3087,Education,Education,SAGE,Hybrid,,,,,
Journal of Huntington's Disease,1879-6397,1879-6400,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Global Social Policy,1468-0181,1741-2803,"Psychology, Psychiatry & Counseling",Social Work & Social Policy,SAGE,Hybrid,,,,,
"Corrosion Engineering, Science and Technology",1478-422X,1743-2782,NA,Engineering,SAGE,Hybrid,,,,,
Asymptotic Analysis,0921-7134,1875-8576,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Contemporary Voice of Dalit,2455-328X,2456-0502,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Sports Economics,1527-0025,1552-7794,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Journal of European Studies,0047-2441,1740-2379,Arts & Humanities,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Teaching of Psychology,0098-6283,1532-8023,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Entrepreneurship and Innovation in Emerging Economies,2393-9575,2394-9945,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Multimodality & Society,2634-9795,2634-9809,NA,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Berry Research,1878-5093,1878-5123,Economics & Development Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
International Journal of Commerce and Contracting,2976-8829,2976-8837,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Evaluation Journal of Australasia,1035-719X,2515-9372,Political Science & International Relations,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Possibility Studies & Society,2753-8699,2753-8699,NA,Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Advertising Education,1098-0482,2516-1873,Marketing & Hospitality,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Cognitive Engineering and Decision Making,1555-3434,-,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Experiential Education,1053-8259,2169-009X,Education,Education,SAGE,Hybrid,,,,,
The European Journal on Artificial Intelligence,3050-4554,3050-4546,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Journal of Planning Education and Research,0739-456X,1552-6577,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Global Journal of Emerging Market Economies,0974-9101,0975-2730,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Journal of Pharmacy Practice,0897-1900,1531-1937,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Recreational Sports Journal,1558-8661,1558-867X,Education,"Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Journal of Fire Sciences,0734-9041,1530-8049,Materials Science & Engineering,Material Science,SAGE,Hybrid,,,,,
Journal of Stroke Medicine,2516-6085,2516-6093,Clinical Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
International Review of Qualitative Research,1940-8447,1940-8455,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Journal of the Renin-Angiotensin-Aldosterone System,1470-3203,1752-8976,Cardiology & Cardiovascular Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
International Journal of Maritime History,0843-8714,2052-7756,History,History,SAGE,Hybrid,,,,,
Economic Development Quarterly,0891-2424,1552-3543,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Society and Mental Health,2156-8693,2156-8731,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
American Journal of Rhinology & Allergy,1945-8924,1945-8932,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
BioScope: South Asian Screen Studies,0974-9276,0976-352X,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Palliative Medicine,0269-2163,1477-030X,Aging & Gerontology,Health & Nursing,SAGE,Hybrid,,,,,
Political Research Quarterly,1065-9129,1938-274X,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Interpretation,0020-9643,2159-340X,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Cultural Sociology,1749-9755,1749-9763,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Tropical Futures,2753-8931,2753-8931,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Science Communication,1075-5470,1552-8545,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Insight on Africa,0975-0878,0976-3465,Area & Ethnic Studies,Business & Management,SAGE,Hybrid,,,,,
Musicae Scientiae,1029-8649,2045-4147,Arts & Humanities,Education,SAGE,Hybrid,,,,,
Adoption & Fostering,0308-5759,1740-469X,Sociology,Social Work & Social Policy,SAGE,Hybrid,,,,,
Tropical Conservation Science,1940-0829,1940-0829,Science & Society Studies,Biology & Life Sciences,SAGE,Hybrid,,,,,
Organizational Psychology Review,2041-3866,2041-3874,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of the Intensive Care Society,1751-1437,1751-1437,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Psychology and Developing Societies,0971-3336,0973-0761,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Environmental Policy and Law,0378-777X,1878-5395,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Global Business Review,0972-1509,0973-0664,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Clin-Alert,0069-4770,1530-812X,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
WORK,1051-9815,1875-9270,Vocational & Professional Studies,Information Science,SAGE,Hybrid,,,,,
Cultural Studies ↔ Critical Methodologies,1532-7086,1552-356X,Cultural Studies,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Criminology & Criminal Justice,1748-8958,1748-8966,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
The Journal of School Nursing,1059-8405,1546-8364,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
European Journal of Communication,0267-3231,1460-3705,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
International Journal of Developmental Science,2192-001X,2191-7485,Social Work & Social Policy,Social Work & Social Policy,SAGE,Hybrid,,,,,
International Journal of Christianity & Education,2056-9971,2056-998X,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Human Relations,0018-7267,1741-282X,Business & Management,Business & Management,SAGE,Hybrid,,,,,
International Materials Reviews,0950-6608,1743-2804,NA,Engineering,SAGE,Hybrid,,,,,
The Canadian Journal of Psychiatry,0706-7437,1497-0015,"Psychology, Psychiatry & Counseling","Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Educational Policy,0895-9048,1552-3896,Education,Education,SAGE,Hybrid,,,,,
Community Dental Health,0265-539X,2515-1746,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Current Sociology,0011-3921,1461-7064,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
European Journal of Social Security,1388-2627,2399-2948,Political Science & International Relations,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Ambient Intelligence and Smart Environments,1876-1364,1876-1372,"Maths, Physics, Chemistry & Computing",Material Science,SAGE,Hybrid,,,,,
Irish Economic and Social History,0332-4893,2050-4918,Area & Ethnic Studies,History,SAGE,Hybrid,,,,,
Jadavpur Journal of International Relations,0973-5984,2349-0047,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Building Acoustics,1351-010X,2059-8025,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Journal of Vestibular Research,0957-4271,1878-6464,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Neutron Research,1023-8166,1477-2655,"Maths, Physics, Chemistry & Computing",Material Science,SAGE,Hybrid,,,,,
Planning Theory,1473-0952,1741-3052,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Disability Policy Studies,1044-2073,1538-4802,Education,Education,SAGE,Hybrid,,,,,
Journal of Music Teacher Education,1057-0837,1945-0079,Education,Education,SAGE,Hybrid,,,,,
Journal of Service Research,1094-6705,1552-7379,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
South Asian Survey,0971-5231,0973-0788,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Philosophy of the Social Sciences,0048-3931,1552-7441,Arts & Humanities,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Cultural Management and Cultural Policy,2701-8466,2701-9276,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Criminal Justice and Behavior,0093-8548,1552-3594,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Communication Research,0093-6502,1552-3810,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Heritage Management,2455-9296,2456-4796,Cultural Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Near Infrared Spectroscopy,0967-0335,1751-6552,"Maths, Physics, Chemistry & Computing",Physical Sciences,SAGE,Hybrid,,,,,
Journal of Micromanufacturing,2516-5984,2516-5992,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Health Education Journal,0017-8969,1748-8176,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Review of Religious Research,0034-673X,2211-4866,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
E-Learning and Digital Media,2042-7530,2042-7530,Education,Education,SAGE,Hybrid,,,,,
Political Studies Review,1478-9299,1478-9302,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Australian Journal of Management,0312-8962,1327-2020,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Entrepreneurship Education and Pedagogy,2515-1274,2515-1274,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Theology,0040-571X,2044-2696,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Food and Nutrition Bulletin,0379-5721,1564-8265,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Critical Social Policy,0261-0183,1461-703X,"Psychology, Psychiatry & Counseling",Social Work & Social Policy,SAGE,Hybrid,,,,,
Neurorehabilitation and Neural Repair,1545-9683,1552-6844,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Review of Educational Research,0034-6543,1935-1046,Education,Education,SAGE,Hybrid,,,,,
Bridge Structures,1573-2487,1744-8999,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
The Bible Translator,2051-6770,2051-6789,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Human Antibodies,1093-2607,1875-869X,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
cultural geographies,1474-4740,1477-0881,Cultural Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Research on Aging,0164-0275,1552-7573,Aging & Gerontology,Health & Nursing,SAGE,Hybrid,,,,,
International Migration Review,0197-9183,1747-7379,Area & Ethnic Studies,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Studies in Psychology,0210-9395,1579-3699,NA,Psychology & Counseling,SAGE,Hybrid,,,,,
High Performance Polymers,0954-0083,1361-6412,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
The American Journal of Cosmetic Surgery,0748-8068,2374-7722,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Migration and Development,2163-2324,2163-2332,NA,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
"Annals of Otology, Rhinology & Laryngology",0003-4894,1943-572X,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Research in International Education,1475-2409,1741-2943,Education,Education,SAGE,Hybrid,,,,,
Gender & Society,0891-2432,1552-3977,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Contexts,1536-5042,1537-6052,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Career Assessment,1069-0727,1552-4590,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
The Journal of Egyptian Archaeology,0307-5133,2514-0582,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Social Studies of Science,0306-3127,1460-3659,Science & Society Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Contemporary Drug Problems,0091-4509,2163-1808,Criminology & Criminal Justice,Social Work & Social Policy,SAGE,Hybrid,,,,,
Journal of Asian Economic Integration,2631-6846,2631-6854,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Psychological Science in the Public Interest,1529-1006,2160-0031,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Ironmaking & Steelmaking,0301-9233,1743-2812,NA,Engineering,SAGE,Hybrid,,,,,
Concurrent Engineering,1063-293X,1531-2003,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Dementia,1471-3012,1741-2684,Aging & Gerontology,Health & Nursing,SAGE,Hybrid,,,,,
Dialogues in Innovation & Entrepreneurship,-,-,NULL,NULL,SAGE,Hybrid,,,,,
Public Works Management & Policy,1087-724X,1552-7549,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
ICGA Journal,1389-6911,2468-2438,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Journal of Visual Culture,1470-4129,1741-2994,Anthropology & Archaeology,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Work and Occupations,0730-8884,1552-8464,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Health and Human Services Administration,1079-3739,2168-5509,NA,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Sociological Methods & Research,0049-1241,1552-8294,Research Methods & Evaluation,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Social Inclusion Studies,2394-4811,2516-6123,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Studies in Christian Ethics,0953-9468,1745-5235,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Acupuncture & Electro-Therapeutics Research,0360-1293,2167-9010,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Probation Journal,0264-5505,1741-3079,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of VitreoRetinal Diseases,2474-1264,2474-1272,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Transactions of the Institute of Measurement and Control,0142-3312,1477-0369,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Update: Applications of Research in Music Education,8755-1233,1945-0109,Education,Education,SAGE,Hybrid,,,,,
Environmental Values,0963-2719,1752-7015,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Hand Surgery (European Volume),1753-1934,2043-6289,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Social Marketing Quarterly,1524-5004,1539-4093,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Media International Australia,1329-878X,2200-467X,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Teaching Public Administration,0144-7394,2047-8720,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
British Journal of Visual Impairment,0264-6196,1744-5809,Aging & Gerontology,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Marketing Education,0273-4753,1552-6550,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
The Science of Diabetes Self-Management and Care,2635-0106,2635-0114,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Environment and Urbanization ASIA,0975-4253,0976-3546,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Critical Studies in Television,1749-6020,1749-6039,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Written Communication,0741-0883,1552-8472,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Research in Comparative and International Education,1745-4999,1745-4999,Education,Education,SAGE,Hybrid,,,,,
Journal of Criminology,2633-8076,2633-8084,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Discourse & Society,0957-9265,1460-3624,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Studies in Religion/Sciences Religieuses,0008-4298,2042-0587,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Equity in Education & Society,2752-6461,2752-6461,Education,Education,SAGE,Hybrid,,,,,
Literature & History,0306-1973,2050-4594,Arts & Humanities,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Sociological Perspectives,0731-1214,1533-8673,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The Police Journal,0032-258X,1740-5599,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
"DIY, Alternative Cultures & Society",2753-8702,2753-8702,NA,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Labor Studies Journal,0160-449X,1538-9758,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Early Intervention,1053-8151,2154-3992,Education,Education,SAGE,Hybrid,,,,,
Journal of Learning Disabilities,0022-2194,1538-4780,Education,Education,SAGE,Hybrid,,,,,
Journal of Consumer Culture,1469-5405,1741-2900,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The International Journal of Press/Politics,1940-1612,1940-1620,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Business and Professional Communication Quarterly,2329-4906,2329-4922,Business & Management,Business & Management,SAGE,Hybrid,,,,,
European Journal of Probation,2066-2203,2066-2203,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Medical Decision Making,0272-989X,1552-681X,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Theoretical Politics,0951-6298,1460-3667,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Metamorphosis,0972-6225,2348-9324,Business & Management,Business & Management,SAGE,Hybrid,,,,,
The Neurohospitalist,1941-8744,1941-8752,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
American Journal of Evaluation,1098-2140,1557-0878,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Journal for the Study of Education and Development,0210-3702,1578-4126,NA,Education,SAGE,Hybrid,,,,,
Urbanisation,2455-7471,2456-3714,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Health and Social Behavior,0022-1465,2150-6000,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Communication & Sport,2167-4795,2167-4809,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Building Services Engineering Research & Technology,0143-6244,1477-0849,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
"Education, Citizenship and Social Justice",1746-1979,1746-1987,Education,Education,SAGE,Hybrid,,,,,
