journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Kant-Studien,0022-8877,1613-1134,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Kerntechnik,0932-3902,2195-8580,Engineering,Engineering,De Gruyter,Hybrid,,,,,
Kierkegaard Studies Yearbook,1430-5372,1612-9792,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Klio,0075-6334,2192-7669,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,Hybrid,,,,,
KRITERION – Journal of Philosophy,,2750-977X,Philosophy,Philosophy,De Gruyter,OA,,,,,
Kritikon Litterarum,0340-9767,1865-7249,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
Language and Semiotic Studies,,2751-7160,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Language Learning in Higher Education,2191-611X,2191-6128,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Latin American Jewish Studies,,2644-061X,Jewish Studies,Jewish Studies,De Gruyter,Hybrid,,,,,
Law & Ethics of Human Rights,2194-6531,1938-2545,Law,Law,De Gruyter,Hybrid,,,,,
Law and Development Review,2194-6523,1943-3867,Law,Law,De Gruyter,Hybrid,,,,,
Lebende Sprachen,0023-9909,1868-0267,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Lexicographica,0175-6206,1865-9403,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Libri,0024-2667,1865-8423,"Library and Information Science, Book Studies","Library and Information Science, Book Studies",De Gruyter,Hybrid,,,,,
Linguistic Typology,1430-0532,1613-415X,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Linguistics,0024-3949,1613-396X,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Linguistics Vanguard,,2199-174X,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Lodz Papers in Pragmatics,1895-6106,1898-4436,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Main Group Metal Chemistry,0792-1241,2191-0219,Chemistry,Chemistry,De Gruyter,OA,,,,,
Mammalia,0025-1461,1864-1547,Life Sciences,Life Sciences,De Gruyter,Hybrid,,,,,
Man and the Economy,2196-9639,2196-9647,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Materialdienst,0934-8522,2747-6715,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Materials Testing,0025-5300,2195-8572,Engineering,Engineering,De Gruyter,Hybrid,,,,,
Mathematica Slovaca,0139-9918,1337-2211,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
Medical Review,,2749-9642,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Medizinische Genetik,0936-5931,1863-5490,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Metaphysica,1437-2053,1874-6373,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Methods in Microscopy,,2942-3899,,,De Gruyter,OA,,,,,
Militärgeschichtliche Zeitschrift,2193-2336,2196-6850,History,History,De Gruyter,Hybrid,,,,,
Millennium,1867-030X,1867-0318,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,Hybrid,,,,,
Mitteilungen der Deutschen Mathematiker-Vereinigung,0947-4471,0942-5977,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
Monatsschrift für Deutsches Recht,0340-1812,2194-4202,Law,Law,De Gruyter,Hybrid,,,,,
Monatsschrift für Kriminologie und Strafrechtsreform,0026-9301,2366-1968,Law,Law,De Gruyter,Hybrid,,,,,
Mongolian Diaspora. Journal of Mongolian History and Culture,,2941-2722,Asian and Pacific Studies,Asian and Pacific Studies,De Gruyter,Hybrid,,,,,
Monte Carlo Methods and Applications,0929-9629,1569-3961,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
Moral Philosophy and Politics,2194-5616,2194-5624,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Mother Tongue,,2766-6395,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Multicultural Learning and Teaching,2194-654X,2161-2412,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Multilingua,0167-8507,1613-3684,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Multimodal Communication,2230-6579,2230-6587,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Muslim World Journal of Human Rights,2194-6558,1554-4419,Law,Law,De Gruyter,Hybrid,,,,,
Naharaim,1862-9148,1862-9156,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Nanophotonics,2192-8606,2192-8614,Physics,Physics,De Gruyter,OA,,,,,
Nanotechnology Reviews,2191-9089,2191-9097,Engineering,Engineering,De Gruyter,OA,,,,,
Neue Zeitschrift für Systematische Theologie und Religionsphilosophie,0028-3517,1612-9520,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
NeuroImmune Pharmacology and Therapeutics,,2750-6665,Life Sciences,Life Sciences,De Gruyter,OA,,,,,
New Global Studies,2194-6566,1940-0004,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Nietzscheforschung,1869-5604,2191-9259,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Nietzsche-Studien,0342-1422,1613-0790,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Noise Mapping,,2084-879X,Business and Economics,Business and Economics,De Gruyter,OA,,,,,
Nonlinear Engineering,2192-8010,2192-8029,Engineering,Engineering,De Gruyter,OA,,,,,
Nonprofit Policy Forum,2194-6035,2154-3348,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Nordic Pulp & Paper Research Journal,0283-2631,2000-0669,Materials Sciences,Materials Sciences,De Gruyter,Hybrid,,,,,
Oncologie,,1765-2839,Medicine,Medicine,De Gruyter,OA,,,,,
Online Media and Global Communication,,2749-9049,Cultural Studies,Cultural Studies,De Gruyter,Hybrid,,,,,
Open Agriculture,,2391-9531,Life Sciences,Life Sciences,De Gruyter,OA,,,,,
Open Archaeology,,2300-6560,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,OA,,,,,
Open Astronomy,,2543-6376,Physics,Physics,De Gruyter,OA,,,,,
Open Chemistry,,2391-5420,Chemistry,Chemistry,De Gruyter,OA,,,,,
Open Computer Science,,2299-1093,Computer Sciences,Computer Sciences,De Gruyter,OA,,,,,
Open Cultural Studies,,2451-3474,Cultural Studies,Cultural Studies,De Gruyter,OA,,,,,
Open Education Studies,,2544-7831,Social Sciences,Social Sciences,De Gruyter,OA,,,,,
Open Engineering,,2391-5439,Industrial Chemistry,Industrial Chemistry,De Gruyter,OA,,,,,
Open Geosciences,,2391-5447,Geosciences,Geosciences,De Gruyter,OA,,,,,
Open Health,,2544-9826,Medicine,Medicine,De Gruyter,OA,,,,,
Open Information Science,,2451-1781,"Library and Information Science, Book Studies","Library and Information Science, Book Studies",De Gruyter,OA,,,,,
Open Life Sciences,,2391-5412,Life Sciences,Life Sciences,De Gruyter,OA,,,,,
Open Linguistics,,2300-9969,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,OA,,,,,
Open Mathematics,,2391-5455,Mathematics,Mathematics,De Gruyter,OA,,,,,
Open Medicine,,2391-5463,Medicine,Medicine,De Gruyter,OA,,,,,
Open Philosophy,,2543-8875,Philosophy,Philosophy,De Gruyter,OA,,,,,
Open Physics,,2391-5471,Physics,Physics,De Gruyter,OA,,,,,
Open Psychology,,2543-8883,Social Sciences,Social Sciences,De Gruyter,OA,,,,,
Open Theology,,2300-6579,Theology and Religion,Theology and Religion,De Gruyter,OA,,,,,
ORDO,0048-2129,2366-0481,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Orientalistische Literaturzeitung,0030-5383,2196-6877,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Paladyn,,2081-4836,Mathematics,Mathematics,De Gruyter,OA,,,,,
Paragrana,0938-0116,2196-6885,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
"Peace Economics, Peace Science and Public Policy",1079-2457,1554-8597,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Perspektiven der Wirtschaftspolitik,1465-6493,1468-2516,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Philologus,0031-7985,2196-7008,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,Hybrid,,,,,
Phonetica,0031-8388,1423-0321,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Physical Sciences Reviews,2365-6581,2365-659X,Industrial Chemistry,Industrial Chemistry,De Gruyter,Hybrid,,,,,
Pleura and Peritoneum,2364-7671,2364-768X,Medicine,Medicine,De Gruyter,OA,,,,,
Pólemos,2035-5262,2036-4601,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
POP. Kultur und Kritik,2194-6981,2198-0322,Cultural Studies,Cultural Studies,De Gruyter,Hybrid,,,,,
Poznan Studies in Contemporary Linguistics,0137-2459,1897-7499,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Practical Metallography,0032-678X,2195-8599,Materials Sciences,Materials Sciences,De Gruyter,Hybrid,,,,,
Praehistorische Zeitschrift,0079-4848,1613-0804,History,History,De Gruyter,Hybrid,,,,,
Praktische Theologie,0946-3518,2198-0462,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
"Preservation, Digital Technology & Culture (PDT&C)",2195-2957,2195-2965,"Library and Information Science, Book Studies","Library and Information Science, Book Studies",De Gruyter,Hybrid,,,,,
Probus,0921-4771,1613-4079,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Pteridines,0933-4807,2195-4720,Life Sciences,Life Sciences,De Gruyter,OA,,,,,
Public Health Forum,0944-5587,1876-4851,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Public History Weekly,,2197-6376,History,History,De Gruyter,Hybrid,,,,,
Pure and Applied Chemistry,0033-4545,1365-3075,Chemistry,Chemistry,De Gruyter,Hybrid,,,,,
Quellen und Forschungen aus italienischen Archiven und Bibliotheken,0079-9068,1865-8865,History,History,De Gruyter,Hybrid,,,,,
Radiochimica Acta,0033-8230,2193-3405,Chemistry,Chemistry,De Gruyter,Hybrid,,,,,
Random Operators and Stochastic Equations,0926-6364,1569-397X,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
Restaurator. International Journal for the Preservation of Library and Archival Material,0034-5806,1865-8431,"Library and Information Science, Book Studies","Library and Information Science, Book Studies",De Gruyter,Hybrid,,,,,
Review of Economics,0948-5139,2366-035X,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Review of Law & Economics,2194-6000,1555-5879,Law,Law,De Gruyter,Hybrid,,,,,
Review of Marketing Science,2194-5985,1546-5616,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Review of Middle East Economics and Finance,1475-3685,1475-3693,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Review of Network Economics,2194-5993,1446-9022,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Reviews in Analytical Chemistry,0793-0135,2191-0189,Industrial Chemistry,Industrial Chemistry,De Gruyter,OA,,,,,
Reviews in Chemical Engineering,0167-8299,2191-0235,Industrial Chemistry,Industrial Chemistry,De Gruyter,Hybrid,,,,,
Reviews in Inorganic Chemistry,0193-4929,2191-0227,Chemistry,Chemistry,De Gruyter,Hybrid,,,,,
Reviews in the Neurosciences,0334-1763,2191-0200,Life Sciences,Life Sciences,De Gruyter,Hybrid,,,,,
REVIEWS ON ADVANCED MATERIALS SCIENCE,,1605-8127,Chemistry,Chemistry,De Gruyter,OA,,,,,
Reviews on Environmental Health,0048-7554,2191-0308,Medicine,Medicine,De Gruyter,OA,,,,,
Revista Internacional de Lingüística Iberoamericana,,2255-5218,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Rhetorik,0720-5775,1865-9160,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
Rheumatology and Immunology Research,,2719-4523,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Rhizomata,2196-5102,2196-5110,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Romanische Bibliographie,0080-388X,1865-9055,,,De Gruyter,Hybrid,,,,,
Romanistisches Jahrbuch,0080-3898,1613-0413,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
Rundbrief Fotografie,0945-0327,2751-0476,Arts,Arts,De Gruyter,Hybrid,,,,,
Russian Journal of Numerical Analysis and Mathematical Modelling,0927-6467,1569-3988,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
SATS,1600-1974,1869-7577,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Scandinavian Journal of Pain,1877-8860,1877-8879,Medicine,Medicine,De Gruyter,OA,,,,,
Science and Engineering of Composite Materials,0792-1233,2191-0359,Materials Sciences,Materials Sciences,De Gruyter,OA,,,,,
Scientia Poetica,1431-5041,1868-9418,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
Semiotica,0037-1998,1613-3692,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
SIRIUS – Zeitschrift für Strategische Analysen,2510-263X,2510-2648,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Sociolinguistica,0933-1883,1865-939X,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Sozialer Sinn,1439-9326,2366-0228,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Soziologische Revue,0343-4109,2196-7024,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Special Matrices,,2300-7451,Mathematics,Mathematics,De Gruyter,OA,,,,,
Spiritual Care,2193-3804,2365-8185,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Sport und Gesellschaft,1610-3181,2366-0465,Sports and Recreation,Sports and Recreation,De Gruyter,Hybrid,,,,,
Statistical Applications in Genetics and Molecular Biology,2194-6302,1544-6115,Life Sciences,Life Sciences,De Gruyter,Hybrid,,,,,
Statistical Communications in Infectious Diseases,2194-6310,1948-4690,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Statistics & Risk Modeling,2193-1402,2196-7040,,,De Gruyter,Hybrid,,,,,
"Statistics, Politics and Policy",2194-6299,2151-7509,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Steuer und Wirtschaft - StuW,0341-2954,2366-1461,Law,Law,De Gruyter,Hybrid,,,,,
Stochastics and Quality Control,2367-2390,2367-2404,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
Studies in Hispanic and Lusophone Linguistics,1939-0238,2199-3386,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Studies in Nonlinear Dynamics & Econometrics,1081-1826,1558-3708,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
STUF - Language Typology and Universals,1867-8319,2196-7148,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Südost-Forschungen,0081-9077,2364-9321,History,History,De Gruyter,Hybrid,,,,,
Tenside Surfactants Detergents,0932-3414,2195-8564,Industrial Chemistry,Industrial Chemistry,De Gruyter,Hybrid,,,,,
Text & Talk,1860-7330,1860-7349,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
The African Book Publishing Record,0306-0322,1865-8717,"Library and Information Science, Book Studies","Library and Information Science, Book Studies",De Gruyter,Hybrid,,,,,
The B.E. Journal of Economic Analysis & Policy,2194-6108,1935-1682,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
The B.E. Journal of Macroeconomics,2194-6116,1935-1690,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
The B.E. Journal of Theoretical Economics,2194-6124,1935-1704,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
The Economists’ Voice,2194-6167,1553-3832,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
The Forum,2194-6183,1540-8884,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
The International Journal of Biostatistics,2194-573X,1557-4679,Mathematics,Mathematics,De Gruyter,Hybrid,,,,,
The Linguistic Review,0167-6318,1613-3676,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
The Philosophy of Humor Yearbook,2698-7171,2698-718X,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Theoretical Inquiries in Law,1565-1509,1565-3404,Law,Law,De Gruyter,Hybrid,,,,,
Theoretical Linguistics,0301-4428,1613-4060,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
tm - Technisches Messen,0171-8096,2196-7113,Engineering,Engineering,De Gruyter,Hybrid,,,,,
Translational Exercise Biomedicine,,2942-6812,Medicine,Medicine,De Gruyter,Hybrid,,,,,
Translational Neuroscience,,2081-6936,Medicine,Medicine,De Gruyter,OA,,,,,
Trends in Classics,1866-7473,1866-7481,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,Hybrid,,,,,
Turkish Journal of Biochemistry,0250-4685,1303-829X,Medicine,Medicine,De Gruyter,OA,,,,,
UbG - Die Unternehmensbesteuerung,1865-7222,2568-3071,Law,Law,De Gruyter,Hybrid,,,,,
UmsatzsteuerRundschau,0341-8669,2194-4180,Law,Law,De Gruyter,Hybrid,,,,,
Verkündigung und Forschung,0342-2410,2198-0454,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Vierteljahrshefte für Zeitgeschichte,0042-5702,2196-7121,History,History,De Gruyter,Hybrid,,,,,
WerkstattGeschichte,0942-704X,2701-1992,History,History,De Gruyter,Hybrid,,,,,
Wittgenstein-Studien,1868-7431,1868-7458,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Yearbook for Eastern and Western Philosophy,2196-5889,2196-5897,Philosophy,Philosophy,De Gruyter,Hybrid,,,,,
Yearbook for European Jewish Literature Studies,2196-6249,2196-6257,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
Yearbook of Phraseology,1868-632X,1868-6338,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Yearbook of the German Cognitive Linguistics Association,2197-2788,2197-2796,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Germanistische Abteilung,0323-4045,2304-4861,History,History,De Gruyter,Hybrid,,,,,
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Kanonistische Abteilung,0323-4142,2304-4896,History,History,De Gruyter,Hybrid,,,,,
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Romanistische Abteilung,0323-4096,2304-4934,History,History,De Gruyter,Hybrid,,,,,
Zeitschrift für Ägyptische Sprache und Altertumskunde,0044-216X,2196-713X,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,Hybrid,,,,,
Zeitschrift für Angewandte Linguistik,1433-9889,2190-0191,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift für Anglistik und Amerikanistik,0044-2305,2196-4726,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift für Antikes Christentum / Journal of Ancient Christianity,0949-9571,1612-961X,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für Arbeitsrecht,0342-328X,2366-2042,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für archäologische Aufklärung,,2941-0002,Classical and Ancient Near Eastern Studies,Classical and Ancient Near Eastern Studies,De Gruyter,Hybrid,,,,,
Zeitschrift für Assyriologie und Vorderasiatische Archäologie,0084-5299,1613-1150,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für Bankrecht und Bankwirtschaft,0936-2800,2199-1715,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für celtische Philologie,0084-5302,1865-889X,Literary Studies,Literary Studies,De Gruyter,Hybrid,,,,,
Zeitschrift für das gesamte Genossenschaftswesen,0044-2429,2366-0414,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Zeitschrift für das gesamte Verfahrensrecht – GVRZ,,2625-1868,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für das Privatrecht der Europäischen Union,2364-7205,2364-7213,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für die alttestamentliche Wissenschaft,0044-2526,1613-0103,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für die gesamte Strafrechtswissenschaft,0084-5310,1612-703X,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für die neutestamentliche Wissenschaft,0044-2615,1613-009X,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für Evangelische Ethik,0044-2674,2197-912X,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für germanistische Linguistik,0301-3294,1613-0626,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift für interkulturelle Germanistik,1869-3660,2198-0330,Cultural Studies,Cultural Studies,De Gruyter,Hybrid,,,,,
Zeitschrift für Konfliktmanagement,1439-2127,2194-4210,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für Kristallographie - Crystalline Materials,2194-4946,2196-7105,Materials Sciences,Materials Sciences,De Gruyter,Hybrid,,,,,
Zeitschrift für Kristallographie - New Crystal Structures,1433-7266,2197-4578,Materials Sciences,Materials Sciences,De Gruyter,OA,,,,,
Zeitschrift für Kultur- und Kollektivwissenschaft,2363-6300,2363-6319,Cultural Studies,Cultural Studies,De Gruyter,Hybrid,,,,,
Zeitschrift für Kunstgeschichte,0044-2992,2569-1619,Arts,Arts,De Gruyter,Hybrid,,,,,
Zeitschrift für Naturforschung A,0932-0784,1865-7109,Physics,Physics,De Gruyter,Hybrid,,,,,
Zeitschrift für Naturforschung B,0932-0776,1865-7117,Chemistry,Chemistry,De Gruyter,Hybrid,,,,,
Zeitschrift für Naturforschung C,0939-5075,1865-7125,Life Sciences,Life Sciences,De Gruyter,Hybrid,,,,,
Zeitschrift für Pädagogik und Theologie,1437-7160,2366-7796,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für Physikalische Chemie,0942-9352,2196-7156,Chemistry,Chemistry,De Gruyter,Hybrid,,,,,
Zeitschrift für Rechtssoziologie,0174-0202,2366-0392,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Zeitschrift für Religionswissenschaft,0943-8610,2194-508X,Theology and Religion,Theology and Religion,De Gruyter,Hybrid,,,,,
Zeitschrift für Rezensionen zur germanistischen Sprachwissenschaft,1867-1691,1867-1705,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift für romanische Philologie,0049-8661,1865-9063,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift für Slawistik,0044-3506,2196-7016,Linguistics and Semiotics,Linguistics and Semiotics,De Gruyter,Hybrid,,,,,
Zeitschrift für Sozialreform,0514-2776,2366-0295,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Zeitschrift für Soziologie,0340-1804,2366-0325,Social Sciences,Social Sciences,De Gruyter,Hybrid,,,,,
Zeitschrift für Tourismuswissenschaft,1867-9501,2366-0406,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
Zeitschrift für Unternehmens- und Gesellschaftsrecht,0340-2479,1612-7048,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für Unternehmensgeschichte,0342-2852,2367-2293,History,History,De Gruyter,Hybrid,,,,,
Zeitschrift für Wettbewerbsrecht,1611-1982,2199-1723,Law,Law,De Gruyter,Hybrid,,,,,
Zeitschrift für wirtschaftlichen Fabrikbetrieb,0947-0085,2511-0896,Engineering,Engineering,De Gruyter,Hybrid,,,,,
Zeitschrift für Wirtschaftspolitik,0721-3808,2366-0317,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
ZfM - Zeitschrift für Medienwissenschaft,,2296-4126,Cultural Studies,Cultural Studies,De Gruyter,Hybrid,,,,,
ZFW – Advances in Economic Geography,2748-1956,2748-1964,Business and Economics,Business and Economics,De Gruyter,Hybrid,,,,,
