journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Journal Of Public Health,1741-3842,1741-3850,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal of Radiation Research,0449-3060,1349-9157,,,Oxford UP,Hybrid,,,,,
Journal Of Refugee Studies,0951-6328,1471-6925,Policy,Policy,Oxford UP,Hybrid,,,,,
Journal Of Semantics,0167-5133,1477-4593,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal Of Semitic Studies,0022-4480,1477-8556,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal of Social History,0022-4529,1527-1897,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal of Surgical Protocols and Research Methodologies,,2752-616X,,,Oxford UP,Hybrid,,,,,
Journal of Survey Statistics and Methodology,2325-0984,2325-0992,Policy,Policy,Oxford UP,Hybrid,,,,,
Journal Of The American Academy Of Religion,0002-7189,1477-4585,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal of the American Medical Informatics Association,1067-5027,1527-974X,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal of the European Economic Association,1542-4766,1542-4774,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Journal Of The History Of Collections,0954-6650,1477-8564,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal Of The History Of Medicine And Allied Sciences,0022-5045,1468-4373,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal of the National Cancer Institute,0027-8874,1460-2105,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal of the Pediatric Infectious Diseases Society,2048-7193,2048-7207,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal of the Royal Statistical Society Series A: Statistics in Society,0964-1998,1467-985X,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Journal of the Royal Statistical Society Series B: Statistical Methodology,1369-7412,1467-9868,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Journal of the Royal Statistical Society Series C: Applied Statistics,0035-9254,1467-9876,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Journal Of Theological Studies,0022-5185,1477-4607,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal of Travel Medicine,1195-1982,1708-8305,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal Of Tropical Pediatrics,0142-6338,1465-3664,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Journal of Veterinary Internal Medicine,,1939-1676,,,Oxford UP,Hybrid,,,,,
Journal of Victorian Culture,1355-5502,1750-0133,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Journal of World Energy Law & Business,1754-9957,1754-9965,Law,Law,Oxford UP,Hybrid,,,,,
Journals of Gerontology Series B: Psychological Sciences and Social Sciences,1079-5014,1758-5368,Medicine,Medicine,Oxford UP,Hybrid,,,,,
"Journals of Gerontology, Series A: Biological Sciences and Medical Sciences",1079-5006,1758-535X,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Laboratory Medicine,0007-5027,1943-7730,Medicine,Medicine,Oxford UP,Hybrid,,,,,
"Law, Probability and Risk",1470-8396,1470-840X,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Leo Baeck Institute Year Book,0075-8744,1758-437X,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Letters in Applied Microbiology,0266-8254,1472-765X,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Literature And Theology,0269-1205,1477-4623,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Logic Journal Of The Igpl,1367-0751,1368-9894,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Mammalian Species,0076-3519,1545-1410,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Marine and Coastal Fisheries,1942-5120,1942-5120,,,Oxford UP,Hybrid,,,,,
Mathematical Medicine And Biology: A Journal Of The Ima,1477-8599,1477-8602,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Medical Law Review,0967-0742,1464-3790,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Medical Mycology,1369-3786,1460-2709,Medicine,Medicine,Oxford UP,Hybrid,,,,,
MELUS: Multiethnic Literature of the United States,0163-755X,1946-3170,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Metallomics,1756-5901,1756-591X,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
microLife,,2633-6693,,,Oxford UP,Hybrid,,,,,
Microscopy,2050-5698,2050-5701,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Microscopy and Microanalysis,1431-9276,1435-8115,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Microscopy Today,1551-9295,2150-3583,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Migration Studies,2049-5838,2049-5846,Social Sciences,Social Sciences,Oxford UP,Hybrid,,,,,
Military Medicine,0026-4075,1930-613X,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Mind,0026-4423,1460-2113,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Modern British History,2976-7016,2976-7024,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Modern Judaism: A Journal Of Jewish Ideas And Experience,0276-1114,1086-3273,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Modern Rheumatology,1439-7595,1439-7609,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Molecular Biology And Evolution,0737-4038,1537-1719,,,Oxford UP,Hybrid,,,,,
Molecular Human Reproduction,1360-9947,1460-2407,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Molecular Omics,,2515-4184,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Monographs of the Society for Research in Child Development,0037-976X,1540-5834,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Monthly Notices of the Royal Astronomical Society,0035-8711,1365-2966,,,Oxford UP,Hybrid,,,,,
Monthly Notices of the Royal Astronomical Society: Letters,1745-3925,1745-3933,,,Oxford UP,Hybrid,,,,,
Music & Letters,0027-4224,1477-4631,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Music Theory Spectrum,0195-6167,1533-8339,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Mutagenesis,0267-8357,1464-3804,Medicine,Medicine,Oxford UP,Hybrid,,,,,
NAR Molecular Medicine,,2976-856X,,,Oxford UP,Hybrid,,,,,
National Science Review,2095-5138,2053-714X,,,Oxford UP,Hybrid,,,,,
Nephrology Dialysis Transplantation,0931-0509,1460-2385,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Neuro-Oncology,1522-8517,1523-5866,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Neuro-Oncology Pediatrics,,2977-4454,,,Oxford UP,Hybrid,,,,,
Nicotine & Tobacco Research,1462-2203,1469-994X,Medicine,Medicine,Oxford UP,Hybrid,,,,,
North American Journal of Aquaculture,1522-2055,1548-8454,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
North American Journal of Fisheries Management,0275-5947,1548-8675,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Notes And Queries,0029-3970,1471-6941,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Nutrition Reviews,0029-6643,1753-4887,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Obesity and Endocrinology,,3033-3563,,,Oxford UP,Hybrid,,,,,
Occupational Medicine,0962-7480,1471-8405,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Open Forum Infectious Diseases,n/a,2328-8957,,,Oxford UP,Hybrid,,,,,
Ornithological Applications,0010-5422,2732-4621,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Ornithology,0004-8038,2732-4613,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Oxford Art Journal,0142-6540,1741-7287,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Oxford Economic Papers,0030-7653,1464-3812,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Oxford Journal Of Legal Studies,0143-6503,1464-3820,Law,Law,Oxford UP,Hybrid,,,,,
Oxford Open Digital Health,,2754-4591,,,Oxford UP,Hybrid,,,,,
Oxford Open Economics,,2752-5074,,,Oxford UP,Hybrid,,,,,
Oxford Open Immunology,,2633-6960,,,Oxford UP,Hybrid,,,,,
Oxford Open Neuroscience,,2753-149X,,,Oxford UP,Hybrid,,,,,
Oxford Review Of Economic Policy,0266-903X,1460-2121,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Paediatrics & Child Health,1205-7088,1918-1485,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Pain Medicine,1526-2375,1526-4637,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Parliamentary Affairs,0031-2290,1460-2482,Policy,Policy,Oxford UP,Hybrid,,,,,
Past & Present,0031-2746,1477-464X,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Pathogens and Disease,,2049-632X,,,Oxford UP,Hybrid,,,,,
Philosophia Mathematica,0031-8019,1744-6406,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Physical Therapy,0031-9023,1538-6724,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Plant And Cell Physiology,0032-0781,1471-9053,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Plant Physiology,0032-0889,1532-2548,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Policing: A Journal Of Policy And Practice,1752-4512,1752-4520,Law,Law,Oxford UP,Hybrid,,,,,
Policy and Society,1449-4035,1839-3373,,,Oxford UP,Hybrid,,,,,
Political Science Quarterly,0032-3195,1538-165X,Policy,Policy,Oxford UP,Hybrid,,,,,
Postgraduate Medical Journal,0032-5473,1469-0756,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Proceedings of the Aristotelian Society,0066-7374,1467-9264,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Progress of Theoretical and Experimental Physics,,2050-3911,,,Oxford UP,Hybrid,,,,,
Protein & Cell,1674-800X,1674-8018,,,Oxford UP,Hybrid,,,,,
"Protein Engineering, Design, and Selection",1741-0126,1741-0134,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Public Health Ethics,1754-9973,1754-9981,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Public Opinion Quarterly,0033-362X,1537-5331,Policy,Policy,Oxford UP,Hybrid,,,,,
Public Policy & Aging Report,1055-3037,2053-4892,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Publications of the Astronomical Society of Japan,0004-6264,2053-051X,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Publius,0048-5950,1747-7107,Policy,Policy,Oxford UP,Hybrid,,,,,
Qjm: An International Journal Of Medicine,1460-2725,1460-2393,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Quarterly Journal Of Mechanics And Applied Mathematics,0033-5614,1464-3855,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Radiation Protection Dosimetry,0144-8420,1742-3406,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Regenerative Biomaterials,2056-3418,2056-3426,,,Oxford UP,Hybrid,,,,,
Reproduction,1470-1626,1741-7899,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Research Connections,,3049-5245,,,Oxford UP,Hybrid,,,,,
Research Evaluation,0958-2029,1471-5449,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Review of Economic Studies,0034-6527,1467-937X,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Review Of English Studies,0034-6551,1471-6968,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Review Of Finance,1572-3097,1875-692X,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Rheumatology,1462-0324,1462-0332,Medicine,Medicine,Oxford UP,Hybrid,,,,,
RPS Pharmacy and Pharmacology Reports,,2978-5278,,,Oxford UP,Hybrid,,,,,
RSS: Data Science & Artificial Intelligence,,3049-5148,,,Oxford UP,Hybrid,,,,,
Schizophrenia Bulletin,0586-7614,1745-1701,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Science and Public Policy,0302-3427,1471-5430,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
Screen,0036-9543,1460-2474,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Security Dialogue,N/A,1460-3640,Social Sciences,Social Sciences,Oxford UP,Hybrid,,,,,
Sexual Medicine,,2050-1161,,,Oxford UP,Hybrid,,,,,
Sexual Medicine Reviews,2050-0513,2050-0521,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Skin Health and Disease,,2690-442X,,,Oxford UP,Hybrid,,,,,
SLEEP,0161-8105,1550-9109,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Social Cognitive And Affective Neuroscience,1749-5016,1749-5024,,,Oxford UP,Hybrid,,,,,
Social Forces,0037-7732,1534-7605,Social Sciences,Social Sciences,Oxford UP,Hybrid,,,,,
Social History Of Medicine,0951-631X,1477-4666,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Social Politics,1072-4745,1468-2893,Policy,Policy,Oxford UP,Hybrid,,,,,
Social Problems,0037-7791,1533-8533,Social Sciences,Social Sciences,Oxford UP,Hybrid,,,,,
Social Science Japan Journal,1369-1465,1468-2680,Social Sciences,Social Sciences,Oxford UP,Hybrid,,,,,
Socio-Economic Review,1475-1461,1475-147X,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Sociology of Religion: A Quarterly Review,1069-4404,1759-8818,Religion & Philosophy,Religion & Philosophy,Oxford UP,Hybrid,,,,,
Stem Cells,1066-5099,1549-4918,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Stem Cells Translational Medicine,2157-6564,2157-6580,,,Oxford UP,Hybrid,,,,,
Sustainable Microbiology,,2755-1970,,,Oxford UP,Hybrid,,,,,
Synthetic Biology,,2397-7000,,,Oxford UP,Hybrid,,,,,
Systematic Biology,1063-5157,1076-836X,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
The American Journal of Jurisprudence,0065-8995,2049-6494,Law,Law,Oxford UP,Hybrid,,,,,
The British Journal Of Social Work,0045-3102,1468-263X,Medicine,Medicine,Oxford UP,Hybrid,,,,,
The British Yearbook of International Law,0068-2691,2044-9437,Law,Law,Oxford UP,Hybrid,,,,,
The Cambridge Quarterly,0008-199X,1471-6836,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Chinese Journal of Comparative Law,2050-4802,2050-4810,Law,Law,Oxford UP,Hybrid,,,,,
The Chinese Journal of International Politics,1750-8916,1750-8924,Policy,Policy,Oxford UP,Hybrid,,,,,
The Computer Journal,0010-4620,1460-2067,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
The Econometrics Journal,1368-4221,1368-423X,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
The Economic Journal,0013-0133,1468-0297,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
The English Historical Review,0013-8266,1477-4534,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Gerontologist,0016-9013,1758-5341,Medicine,Medicine,Oxford UP,Hybrid,,,,,
The IMA Journal of Applied Mathematics,0272-4960,1464-3634,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
The International Journal of Neuropsychopharmacology,1461-1457,1469-5111,,,Oxford UP,Hybrid,,,,,
The ISME Journal,1751-7362,1751-7370,,,Oxford UP,Hybrid,,,,,
The Journal of Aesthetics and Art Criticism,0021-8529,1540-6245,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Journal Of Biochemistry,0021-924X,1756-2651,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
The Journal of Clinical Endocrinology & Metabolism,0021-972X,1945-7197,Medicine,Medicine,Oxford UP,Hybrid,,,,,
The Journal of Immunology,0022-1767,1550-6606,Medicine,Medicine,Oxford UP,Hybrid,,,,,
The Journal of Infectious Diseases,0022-1899,1537-6613,Medicine,Medicine,Oxford UP,Hybrid,,,,,
"The Journal Of Law, Economics, And Organization",8756-6222,1465-7341,Law,Law,Oxford UP,Hybrid,,,,,
The Journal of Sexual Medicine,1743-6095,1743-6109,Medicine,Medicine,Oxford UP,Hybrid,,,,,
The Journal of Sickle Cell Disease,,3029-0473,,,Oxford UP,Hybrid,,,,,
The Monist,0026-9662,2153-3601,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Musical Quarterly,0027-4631,1741-8399,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Oncologist,1083-7159,1549-490X,,,Oxford UP,Hybrid,,,,,
The Opera Quarterly,0736-0053,1476-2870,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Philosophical Quarterly,0031-8094,1467-9213,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The Plant Cell,1040-4651,1532-298X,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
The Quarterly Journal of Economics,0033-5533,1531-4650,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
The Quarterly Journal Of Mathematics,0033-5606,1464-3847,Mathematics & Physical Sciences,Mathematics & Physical Sciences,Oxford UP,Hybrid,,,,,
The Review Of Financial Studies,0893-9454,1465-7368,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
The Western Historical Quarterly,0043-3810,1939-8603,Humanities,Humanities,Oxford UP,Hybrid,,,,,
The World Bank Economic Review,0258-6770,1564-698X,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
The World Bank Research Observer,0257-3032,1564-6971,Economics & Finance,Economics & Finance,Oxford UP,Hybrid,,,,,
Toxicological Sciences,1096-6080,1096-0929,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Toxicology Research,,2045-4538,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Transactions of Mathematics and Its Applications,n/a,2398-4945,,,Oxford UP,Hybrid,,,,,
Transactions of the American Fisheries Society,0002-8487,1548-8659,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Transactions of the Royal Society of Tropical Medicine and Hygiene,0035-9203,1878-3503,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Translational Behavioral Medicine,,1613-9860,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Translational Food Sciences,,3049-5202,,,Oxford UP,Hybrid,,,,,
Tree Physiology,0829-318X,1758-4469,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
Virus Evolution,,2057-1577,,,Oxford UP,Hybrid,,,,,
"Work, Aging and Retirement",2054-4642,2054-4650,Medicine,Medicine,Oxford UP,Hybrid,,,,,
Yearbook of European Law,0263-3264,2045-0044,Law,Law,Oxford UP,Hybrid,,,,,
Yearbook of International Environmental Law,0965-1721,2045-0052,Law,Law,Oxford UP,Hybrid,,,,,
Year's Work In Critical And Cultural Theory,1077-4254,1471-681X,Humanities,Humanities,Oxford UP,Hybrid,,,,,
Zoological Journal of the Linnean Society,0024-4082,1096-3642,Life Sciences,Life Sciences,Oxford UP,Hybrid,,,,,
