journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Chinese Journal of Chemistry,,1614-7065,Chemistry,General Chemistry,Wiley,Hybrid,Q2,,5.5,,
Chirality,,1520-636X,Chemistry,Organic Chemistry,Wiley,Hybrid,Q1,,3,,
Cladistics,,1096-0031,Life Sciences,Evolutionary Biology,Wiley,Hybrid,Q1,,6.2,,
Clinical & Experimental Allergy,,1365-2222,Medicine,Allergy & Clinical Immunology,Wiley,Hybrid,Q1,,5.2,,
Clinical & Experimental Ophthalmology,,1442-9071,Medicine,Ophthalmology & Optometry,Wiley,Hybrid,Q1,,5.6,,
Clinical & Translational Immunology,,2050-0068,Medicine,Basic Medical Sciences,Wiley,Hybrid,Q2,,3.8,,
Clinical Anatomy,,1098-2353,Life Sciences,Anatomy & Physiology,Wiley,Hybrid,Q1,,2.3,,
Clinical and Experimental Pharmacology and Physiology,,1440-1681,Medicine,Pharmacology & Pharmaceutical Medicine,Wiley,Hybrid,Q2,,2.5,,
Clinical and Translational Allergy,,2045-7022,Medicine,Allergy & Clinical Immunology,Wiley,Hybrid,Q2,,4,,
Clinical and Translational Science,,1752-8062,Medicine,Basic Medical Sciences,Wiley,Hybrid,Q2,,2.8,,
Clinical Cardiology,,1932-8737,Medicine,Cardiovascular Disease,Wiley,Hybrid,Q2,,2.3,,
Clinical Implant Dentistry and Related Research,,1708-8208,"Nursing, Dentistry & Healthcare",Implant Dentistry,Wiley,Hybrid,Q1,,4,,
Clinical Oral Implants Research,,1600-0501,"Nursing, Dentistry & Healthcare",Implant Dentistry,Wiley,Hybrid,Q1,,5.3,,
Clinical Otolaryngology,,1749-4486,Medicine,"Otolaryngology (Ear, Nose & Throat)",Wiley,Hybrid,Q2,,1.5,,
Clinical Pharmacology & Therapeutics,,1532-6535,Medicine,Clinical Pharmacology & Therapeutics,Wiley,Hybrid,Q1,,5.5,,
Clinical Psychology & Psychotherapy,,1099-0879,Psychology,Clinical Psychology,Wiley,Hybrid,Q2,,2.7,,
Clinical Transplantation,,1399-0012,Medicine,Transplantation,Wiley,Hybrid,Q2,,1.9,,
CNS Neuroscience & Therapeutics,,1755-5949,Life Sciences,Neuroscience,Wiley,Hybrid,Q1,,5,,
Cognitive Science,,1551-6709,Psychology,Cognitive Science,Wiley,Hybrid,Q2,,2.4,,
Coloration Technology,,1478-4408,Chemistry,"Paints, Pigments, Coatings, Dyes",Wiley,Hybrid,Q2,,2.2,,
Colorectal Disease,,1463-1318,Medicine,Surgery & Surgical Specialties,Wiley,Hybrid,Q1,,2.7,,
Communications on Pure and Applied Mathematics,,1097-0312,Mathematics & Statistics,Applied Mathematics,Wiley,Hybrid,Q1,,2.7,,
Community Dentistry and Oral Epidemiology,,1600-0528,"Nursing, Dentistry & Healthcare",General Dentistry,Wiley,Hybrid,Q2,,2.1,,
Complexity,,1099-0526,Mathematics & Statistics,Chaos / Fractal / Dynamical Systems,Wiley,Hybrid,Q2,,1.7,,
Comprehensive Physiology,,2040-4603,Medicine,Physiology,Wiley,Hybrid,Q1,,5.2,,
Comprehensive Reviews in Food Science and Food Safety,,1541-4337,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q1,,14.1,,
Computer Applications in Engineering Education,,1099-0542,Computer Science & Information Technology,General & Introductory Computer Science,Wiley,Hybrid,Q2,,2.2,,
Computer Graphics Forum,,1467-8659,Computer Science & Information Technology,Visualization & Computer Graphics,Wiley,Hybrid,Q2,,2.9,,
Congenital Anomalies,,1741-4520,Life Sciences,Genetics,Wiley,Hybrid,Q2,,1.6,,
Conservation Biology,,1523-1739,Life Sciences,Conservation Science,Wiley,Hybrid,Q1,,5.5,,
Conservation Letters,,1755-263X,Life Sciences,Ecology,Wiley,Hybrid,Q1,,5.9,,
Conservation Science and Practice,,2578-4854,Life Sciences,Ecology,Wiley,Hybrid,Q2,,2.8,,
Contact Dermatitis,,1600-0536,Medicine,Dermatology,Wiley,Hybrid,Q1,,4.6,,
Contemporary Accounting Research,,1911-3846,"Business, Economics, Finance & Accounting",Financial Accounting,Wiley,Hybrid,Q1,,3.8,,
Contemporary Economic Policy,,1465-7287,"Business, Economics, Finance & Accounting",Public Economics,Wiley,Hybrid,Q2,,1.9,,
Corporate Governance: An International Review,,1467-8683,"Business, Economics, Finance & Accounting",Corporate Governance,Wiley,Hybrid,Q1,,5.5,,
Corporate Social Responsibility and Environmental Management,,1535-3966,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q1,,9.1,,
CPT: Pharmacometrics & Systems Pharmacology,,2163-8306,Medicine,Pharmacology & Pharmaceutical Medicine,Wiley,Hybrid,Q2,,3,,
Creativity and Innovation Management,,1467-8691,"Business, Economics, Finance & Accounting",Creativity & Innovation Management,Wiley,Hybrid,Q2,,4.2,,
Criminology,,1745-9125,Law & Criminology,Criminology,Wiley,Hybrid,Q1,,5.2,,
Criminology & Public Policy,,1745-9133,Law & Criminology,Criminology,Wiley,Hybrid,Q1,,4.1,,
Critical Quarterly,,1467-8705,Humanities,General Literature,Wiley,Hybrid,Q1,,0.2,,
Crop Science,,1435-0653,Life Sciences,Plant Genetics,Wiley,Hybrid,Q2,,1.9,,
Cultural Anthropology,,1548-1360,Social & Behavioral Sciences,Social & Cultural Anthropology,Wiley,Hybrid,Q1,,1.9,,
Curator: The Museum Journal,,2151-6952,Art & Applied Arts,Museum & Heritage Studies,Wiley,Hybrid,Q1,,0.6,,
Cytometry Part B: Clinical Cytometry,,1552-4957,Life Sciences,Cell & Molecular Biology,Wiley,Hybrid,Q2,,2.7,,
Dental Traumatology,,1600-9657,"Nursing, Dentistry & Healthcare",Dental Traumatology,Wiley,Hybrid,Q1,,3.1,,
Depression and Anxiety,,1520-6394,Medicine,Psychiatry,Wiley,Hybrid,Q1,,3.3,,
Dermatologic Therapy,,1529-8019,Medicine,Dermatology,Wiley,Hybrid,Q1,,3.4,,
Development and Change,,1467-7660,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q1,,3.2,,
Developmental Dynamics,,1097-0177,Life Sciences,Developmental Biology,Wiley,Hybrid,Q2,,1.5,,
Developmental Medicine & Child Neurology,,1469-8749,Medicine,Neurology,Wiley,Hybrid,Q1,,4.3,,
Developmental Neurobiology,,1932-846X,Life Sciences,Neuroscience,Wiley,Hybrid,Q2,,2.3,,
Developmental Psychobiology,,1098-2302,Psychology,Developmental Psychology,Wiley,Hybrid,Q2,,2.2,,
Developmental Science,,1467-7687,Psychology,Developmental Psychology,Wiley,Hybrid,Q1,,3.2,,
"Diabetes, Obesity and Metabolism",,1463-1326,Medicine,Diabetes,Wiley,Hybrid,Q1,,5.7,,
Diabetes/Metabolism Research and Reviews,,1520-7560,Medicine,Diabetes,Wiley,Hybrid,Q1,,6,,
Diabetic Medicine,,1464-5491,Medicine,Diabetes,Wiley,Hybrid,Q2,,3.4,,
Dialog,,1540-6385,Humanities,Contemporary Theology,Wiley,Hybrid,Q3,,0.2,,
Digestive Endoscopy,,1443-1661,Medicine,Endoscopy,Wiley,Hybrid,Q1,,4.7,,
Disasters,,1467-7717,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q1,,2.6,,
Diversity and Distributions,,1472-4642,Life Sciences,Conservation Science,Wiley,Hybrid,Q1,,4.2,,
Drug and Alcohol Review,,1465-3362,"Nursing, Dentistry & Healthcare",Addiction,Wiley,Hybrid,Q2,,2.6,,
Drug Development Research,,1098-2299,Medicine,Pharmacology & Pharmaceutical Medicine,Wiley,Hybrid,Q1,,4.2,,
Drug Testing and Analysis,,1942-7611,Chemistry,Analytical Chemistry,Wiley,Hybrid,Q2,,2.7,,
Dyslexia,,1099-0909,Social & Behavioral Sciences,Reading & Dyslexia,Wiley,Hybrid,Q1,,2.5,,
Early Medieval Europe,,1468-0254,Humanities,Medieval History (500-1500),Wiley,Hybrid,Q1,,0.9,,
Earth and Space Science,,2333-5084,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q2,,2.6,,
Earth Surface Processes and Landforms,,1096-9837,"Earth, Space & Environmental Sciences",Geomorphology,Wiley,Hybrid,Q2,,2.7,,
Earthquake Engineering & Structural Dynamics,,1096-9845,Physical Sciences & Engineering,Structural & Building Engineering,Wiley,Hybrid,Q1,,5,,
Earthquake Spectra,,1944-8201,Physical Sciences & Engineering,Earthquake,Wiley,Hybrid,Q2,,3.7,,
Earth's Future,,2328-4277,"Earth, Space & Environmental Sciences",Environmental Studies,Wiley,Hybrid,Q1,,8.2,,
Ecography,,1600-0587,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,4.7,,
Ecological Applications,,1939-5582,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,4.3,,
Ecological Entomology,,1365-2311,Life Sciences,Entomology,Wiley,Hybrid,Q2,,1.6,,
Ecological Management & Restoration,,1442-8903,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q2,,2.2,,
Ecological Monographs,,1557-7015,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,7.5,,
Ecology and Evolution,,2045-7758,Life Sciences,Ecology,Wiley,Hybrid,Q2,,2.3,,
Ecology Letters,,1461-0248,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,7.9,,
EcoMat,,2567-3173,Physical Sciences & Engineering,Materials Science,Wiley,Hybrid,Q1,,12.6,,
Econometrica,,1468-0262,"Business, Economics, Finance & Accounting",Econometrics,Wiley,Hybrid,Q1,,7.1,,
Economic Anthropology,,2330-4847,Social & Behavioral Sciences,General & Introductory Anthropology,Wiley,Hybrid,Q2,,1,,
Economica,,1468-0335,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q2,,1.6,,
Economics & Politics,,1468-0343,"Business, Economics, Finance & Accounting",Political Economics,Wiley,Hybrid,Q2,,1.4,,
Ecosphere,,2150-8925,Life Sciences,Ecology,Wiley,Hybrid,Q2,,2.9,,
Educational Measurement: Issues and Practice,,1745-3992,Social & Behavioral Sciences,Educational Research & Statistics,Wiley,Hybrid,Q2,,1.9,,
EFSA Journal,,1831-4732,"Agriculture, Aquaculture & Food Science",Food Science & Technology,Wiley,Hybrid,Q2,,3.3,,
Energy & Environmental Materials,,2575-0356,Chemistry,Physical Chemistry,Wiley,Hybrid,Q1,,14.1,,
Engineering in Life Sciences,,1618-2863,Life Sciences,Cell & Molecular Biology,Wiley,Hybrid,Q2,,3,,
Entomologia Experimentalis et Applicata,,1570-7458,Life Sciences,Entomology,Wiley,Hybrid,Q2,,1.7,,
Entomological Research,,1748-5967,Life Sciences,Entomology,Wiley,Hybrid,Q2,,1.6,,
Environmental Microbiology,,1462-2920,Life Sciences,Microbial Ecology,Wiley,Hybrid,Q2,,4,,
Environmental Policy and Governance,,1756-9338,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q2,,3.9,,
Environmental Toxicology,,1522-7278,Chemistry,Toxicology,Wiley,Hybrid,Q2,,3.2,,
Environmetrics,,1099-095X,Mathematics & Statistics,Environmental Statistics & Environmetrics,Wiley,Hybrid,Q2,,1.7,,
Epilepsia,,1528-1167,Medicine,Neurology,Wiley,Hybrid,Q1,,6.6,,
Epilepsia Open,,2470-9239,Medicine,Neurology,Wiley,Hybrid,Q2,,2.9,,
Epileptic Disorders,,1950-6945,Medicine,Neurology,Wiley,Hybrid,Q2,,2.7,,
Equine Veterinary Journal,,2042-3306,Veterinary Medicine,Veterinary Medicine - Equine,Wiley,Hybrid,Q1,,2.2,,
Ethology,,1439-0310,Life Sciences,Animal Behavior,Wiley,Hybrid,Q2,,1.4,,
Ethos,,1548-1352,Social & Behavioral Sciences,Social & Cultural Anthropology,Wiley,Hybrid,Q2,,1.3,,
European Eating Disorders Review,,1099-0968,Psychology,Clinical Psychology,Wiley,Hybrid,Q1,,3.4,,
European Financial Management,,1468-036X,"Business, Economics, Finance & Accounting",Institutional & Corporate Finance,Wiley,Hybrid,Q2,,3.1,,
European Journal of Cancer Care,,1365-2354,"Nursing, Dentistry & Healthcare",Consumer Health General,Wiley,Hybrid,Q2,,1.9,,
European Journal of Clinical Investigation,,1365-2362,Medicine,General & Internal Medicine,Wiley,Hybrid,Q1,,3.6,,
European Journal of Dental Education,,1600-0579,"Nursing, Dentistry & Healthcare",Community Dentistry & Public Health,Wiley,Hybrid,Q2,,1.9,,
European Journal of Education,,1465-3435,Social & Behavioral Sciences,General & Introductory Education,Wiley,Hybrid,Q1,,3.6,,
European Journal of Haematology,,1600-0609,Medicine,Hematology,Wiley,Hybrid,Q2,,2.3,,
European Journal of Neurology,,1468-1331,Medicine,Neurology,Wiley,Hybrid,Q1,,3.9,,
European Journal of Organic Chemistry,,1099-0690,Chemistry,Organic Chemistry,Wiley,Hybrid,Q2,,2.7,,
European Journal of Pain,,1532-2149,Medicine,Pain Medicine,Wiley,Hybrid,Q1,,3.4,,
European Journal of Philosophy,,1468-0378,Humanities,Continental Philosophy,Wiley,Hybrid,Q1,,0.9,,
European Journal of Social Psychology,,1099-0992,Psychology,Social Psychology,Wiley,Hybrid,Q2,,2.7,,
European Journal of Soil Science,,1365-2389,"Earth, Space & Environmental Sciences",Soil Science & Geoarchaeology,Wiley,Hybrid,Q2,,3.8,,
European Journal of Sport Science,,1536-7290,Medicine,Sports Medicine & Orthopedics,Wiley,Hybrid,Q1,,3,,
European Law Journal,,1468-0386,Law & Criminology,General & Introductory Law,Wiley,Hybrid,Q1,,2.2,,
European Management Review,,1740-4762,"Business, Economics, Finance & Accounting",Management,Wiley,Hybrid,Q2,,2.8,,
Evolutionary Anthropology,,1520-6505,Life Sciences,Evolutionary Biology,Wiley,Hybrid,Q1,,3.1,,
Experimental Dermatology,,1600-0625,Medicine,Dermatology,Wiley,Hybrid,Q2,,3.1,,
Experimental Physiology,,1469-445X,Life Sciences,Anatomy & Physiology,Wiley,Hybrid,Q2,,2.8,,
Expert Systems,,1468-0394,Physical Sciences & Engineering,General & Introductory Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,2.3,,
Family Process,,1545-5300,Social & Behavioral Sciences,Family Studies General,Wiley,Hybrid,Q1,,2.2,,
Family Relations,,1741-3729,Social & Behavioral Sciences,Family Studies General,Wiley,Hybrid,Q1,,1.8,,
Fatigue & Fracture of Engineering Materials & Structures,,1460-2695,Physical Sciences & Engineering,Failure Fracture,Wiley,Hybrid,Q2,,3.2,,
FEBS Letters,,1873-3468,Life Sciences,Biochemistry,Wiley,Hybrid,Q2,,3,,
Financial Management,,1755-053X,"Business, Economics, Finance & Accounting",General Finance & Investments,Wiley,Hybrid,Q1,,6,,
Fish and Fisheries,,1467-2979,"Agriculture, Aquaculture & Food Science","General Aquaculture, Fisheries & Fish Science",Wiley,Hybrid,Q1,,6.1,,
Fisheries Management and Ecology,,1365-2400,"Agriculture, Aquaculture & Food Science","General Aquaculture, Fisheries & Fish Science",Wiley,Hybrid,Q2,,2,,
Fisheries Oceanography,,1365-2419,"Agriculture, Aquaculture & Food Science","General Aquaculture, Fisheries & Fish Science",Wiley,Hybrid,Q1,,2.7,,
Food and Energy Security,,2048-3694,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,4.5,,
Food Science & Nutrition,,2048-7177,"Agriculture, Aquaculture & Food Science",Food Science & Technology,Wiley,Hybrid,Q2,,3.8,,
Foreign Language Annals,,1944-9720,Humanities,Applied Linguistics,Wiley,Hybrid,Q2,,1.5,,
Fortschritte der Physik,,1521-3978,Physical Sciences & Engineering,General Physics,Wiley,Hybrid,Q1,,7.8,,
Freshwater Biology,,1365-2427,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,2.7,,
Frontiers in Ecology and the Environment,,1540-9309,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,7.6,,
Functional Ecology,,1365-2435,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,5.1,,
GCB Bioenergy,,1757-1707,Life Sciences,Biotechnology (Life Sciences),Wiley,Hybrid,Q1,,4.1,,
Gender & History,,1468-0424,Humanities,Gender & History,Wiley,Hybrid,Q2,,0.4,,
"Gender, Work & Organization",,1468-0432,"Business, Economics, Finance & Accounting",General & Introductory Business & Management,Wiley,Hybrid,Q1,,3,,
"Genes, Brain and Behavior",,1601-183X,Life Sciences,Neuroscience,Wiley,Hybrid,Q2,,2.3,,
"Genes, Chromosomes and Cancer",,1098-2264,Medicine,Oncology & Radiotherapy,Wiley,Hybrid,Q2,,2.8,,
genesis,,1526-968X,Life Sciences,Developmental Biology,Wiley,Hybrid,Q2,,2.5,,
Genetic Epidemiology,,1098-2272,Life Sciences,Human Genetics,Wiley,Hybrid,Q1,,3.8,,
Geoarchaeology,,1520-6548,"Earth, Space & Environmental Sciences",Soil Science & Geoarchaeology,Wiley,Hybrid,Q1,,1.4,,
Geobiology,,1472-4669,"Earth, Space & Environmental Sciences","Paleontology, Paleobiology & Geobiology",Wiley,Hybrid,Q1,,3.4,,
"Geochemistry, Geophysics, Geosystems",,1525-2027,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q2,,3,,
Geofluids,,1468-8123,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q2,,1.2,,
Geographical Analysis,,1538-4632,Social & Behavioral Sciences,Geographical Methodology & Techniques,Wiley,Hybrid,Q1,,4.3,,
Geographical Research,,1745-5871,Social & Behavioral Sciences,General & Introductory Geography,Wiley,Hybrid,Q1,,2.7,,
Geography Compass,,1749-8198,Social & Behavioral Sciences,General & Introductory Geography,Wiley,Hybrid,Q1,,3.5,,
GeoHealth,,2471-1403,"Earth, Space & Environmental Sciences",Environmental Studies,Wiley,Hybrid,Q1,,3.8,,
Geological Journal,,1099-1034,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q2,,2.2,,
Geophysical Research Letters,,1944-8007,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q1,,4.6,,
Geoscience Data Journal,,2049-6060,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q2,,2.4,,
Geostandards and Geoanalytical Research,,1751-908X,"Earth, Space & Environmental Sciences",Geochemistry & Mineralogy,Wiley,Hybrid,Q1,,3.4,,
Geriatrics & Gerontology International,,1447-0594,Medicine,Geriatric Medicine,Wiley,Hybrid,Q2,,2.5,,
German Life and Letters,,1468-0483,Humanities,European Literature,Wiley,Hybrid,Q1,,0.2,,
GLIA,,1098-1136,Life Sciences,Neuroscience,Wiley,Hybrid,Q1,,5.1,,
Global Biogeochemical Cycles,,1944-9224,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q1,,5.5,,
Global Challenges,,2056-6646,Physical Sciences & Engineering,Physics,Wiley,Hybrid,Q1,,6.4,,
Global Change Biology,,1365-2486,Life Sciences,Conservation Science,Wiley,Hybrid,Q1,,12,,
Global Ecology and Biogeography,,1466-8238,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,6,,
Global Networks,,1471-0374,Social & Behavioral Sciences,General & Introductory Geography,Wiley,Hybrid,Q1,,2.2,,
Global Policy,,1758-5899,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q2,,1.8,,
Global Strategy Journal,,2042-5805,"Business, Economics, Finance & Accounting",Strategic Management,Wiley,Hybrid,Q2,,4.7,,
Governance,,1468-0491,Social & Behavioral Sciences,Public Administration,Wiley,Hybrid,Q1,,3.1,,
Grass and Forage Science,,1365-2494,"Agriculture, Aquaculture & Food Science",General & Introductory Agriculture,Wiley,Hybrid,Q1,,2.9,,
Groundwater,,1745-6584,"Earth, Space & Environmental Sciences",Groundwater & Hydrogeology,Wiley,Hybrid,Q2,,2.2,,
Growth and Change,,1468-2257,Social & Behavioral Sciences,Regional Studies,Wiley,Hybrid,Q2,,2.1,,
Haemophilia,,1365-2516,Medicine,Hematology,Wiley,Hybrid,Q2,,3,,
Hastings Center Report,,1552-146X,Humanities,Bioethics & Medical Ethics,Wiley,Hybrid,Q1,,2.3,,
Head & Neck,,1097-0347,Medicine,Surgery & Surgical Specialties,Wiley,Hybrid,Q1,,2.2,,
Headache: The Journal of Head and Face Pain,,1526-4610,Medicine,Neurology,Wiley,Hybrid,Q1,,4,,
Health & Social Care in the Community,,1365-2524,"Nursing, Dentistry & Healthcare",Consumer Health General,Wiley,Hybrid,Q1,,2.3,,
Health Economics,,1099-1050,"Business, Economics, Finance & Accounting",Economics of Health & Social Care,Wiley,Hybrid,Q2,,2.4,,
Health Expectations,,1369-7625,"Nursing, Dentistry & Healthcare",Consumer Health General,Wiley,Hybrid,Q1,,3.2,,
Health Information and Libraries Journal,,1471-1842,"Nursing, Dentistry & Healthcare",Consumer Health General,Wiley,Hybrid,Q2,,1.4,,
Health Services Research,,1475-6773,"Nursing, Dentistry & Healthcare",Health & Social Care,Wiley,Hybrid,Q1,,3.2,,
Helicobacter,,1523-5378,Medicine,Gastroenterology & Hepatology,Wiley,Hybrid,Q1,,4.3,,
HemaSphere,,2572-9241,Medicine,Hematology,Wiley,Hybrid,Q1,,14.6,,
Hematological Oncology,,1099-1069,Medicine,Hematology,Wiley,Hybrid,Q1,,3.9,,
Hepatology Research,,1872-034X,Medicine,Hepatology,Wiley,Hybrid,Q2,,3.4,,
HIV Medicine,,1468-1293,Medicine,Infectious Disease,Wiley,Hybrid,Q2,,3.2,,
High Voltage,,2397-7264,Physical Sciences & Engineering,Electrical & Electronics Engineering,Wiley,Hybrid,Q1,,4.9,,
Histopathology,,1365-2559,Medicine,Pathology,Wiley,Hybrid,Q1,,4.1,,
History,,1468-229X,Humanities,General & Introductory History,Wiley,Hybrid,Q1,,0.5,,
History and Theory,,1468-2303,Humanities,General & Introductory History,Wiley,Hybrid,Q1,,1.2,,
HLA: Immune Response Genetics,,2059-2310,Medicine,Cell Therapies & Tissue Engineering,Wiley,Hybrid,Q1,,4.1,,
Human Brain Mapping,,1097-0193,Life Sciences,Neuroscience,Wiley,Hybrid,Q1,,3.3,,
Human Mutation,,1098-1004,Life Sciences,Human Genetics,Wiley,Hybrid,Q2,,3.7,,
Human Resource Development Quarterly,,1532-1096,"Business, Economics, Finance & Accounting",Training & Human Resource Development / Coaching & Mentoring,Wiley,Hybrid,Q1,,3.8,,
Human Resource Management,,1099-050X,"Business, Economics, Finance & Accounting",Human Resource Management,Wiley,Hybrid,Q1,,9,,
Human Resource Management Journal,,1748-8583,"Business, Economics, Finance & Accounting",Human Resource Management,Wiley,Hybrid,Q1,,6.2,,
Hydrological Processes,,1099-1085,"Earth, Space & Environmental Sciences",Hydrological Sciences,Wiley,Hybrid,Q2,,2.9,,
IBIS,,1474-919X,Life Sciences,Ornithology,Wiley,Hybrid,Q1,,2.1,,
IET Control Theory & Applications,,1751-8652,Physical Sciences & Engineering,Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,2.3,,
"IET Generation, Transmission & Distribution",,1751-8695,Physical Sciences & Engineering,Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,2.6,,
IET Information Security,,1751-8717,Computer Science & Information Technology,Computer Science,Wiley,Hybrid,Q2,,2.6,,
IET Intelligent Transport Systems,,1751-9578,Physical Sciences & Engineering,Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,2.5,,
IET Nanobiotechnology,,1751-875X,Physical Sciences & Engineering,Electrical & Electronics Engineering,Wiley,Hybrid,Q1,,4.9,,
IET Renewable Power Generation,,1752-1424,Physical Sciences & Engineering,Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,2.9,,
Immunological Reviews,,1600-065X,Medicine,Allergy & Clinical Immunology,Wiley,Hybrid,Q1,,8.3,,
Immunology,,1365-2567,Medicine,Immunology,Wiley,Hybrid,Q1,,5,,
Indoor Air,,1600-0668,"Nursing, Dentistry & Healthcare",Public Health General,Wiley,Hybrid,Q1,,4.3,,
Industrial Relations,,1468-232X,"Business, Economics, Finance & Accounting",Industrial & Labor Relations,Wiley,Hybrid,Q2,,2.6,,
Infancy,,1532-7078,Psychology,Infancy,Wiley,Hybrid,Q2,,2.6,,
Infant and Child Development,,1522-7219,Psychology,Developmental Psychology,Wiley,Hybrid,Q2,,2.9,,
Influenza and Other Respiratory Viruses,,1750-2659,Medicine,Infectious Disease,Wiley,Hybrid,Q1,,4.2,,
InfoMat,,2567-3165,Physical Sciences & Engineering,Materials Science,Wiley,Hybrid,Q1,,22.3,,
Information Systems Journal,,1365-2575,Social & Behavioral Sciences,Information & Library Science,Wiley,Hybrid,Q1,,6.3,,
Insect Conservation and Diversity,,1752-4598,Life Sciences,Entomology,Wiley,Hybrid,Q1,,3.2,,
Insect Molecular Biology,,1365-2583,Life Sciences,Entomology,Wiley,Hybrid,Q1,,2.3,,
Insect Science,,1744-7917,Life Sciences,Entomology,Wiley,Hybrid,Q1,,3,,
Integrative Zoology,,1749-4877,Life Sciences,Animal Science & Zoology,Wiley,Hybrid,Q1,,3.7,,
Internal Medicine Journal,,1445-5994,Medicine,General & Internal Medicine,Wiley,Hybrid,Q2,,1.5,,
International Endodontic Journal,,1365-2591,"Nursing, Dentistry & Healthcare",Endodontics,Wiley,Hybrid,Q1,,7.1,,
International Finance,,1468-2362,"Business, Economics, Finance & Accounting",International Finance,Wiley,Hybrid,Q2,,1.5,,
International Forum of Allergy & Rhinology,,2042-6984,Medicine,Allergy & Clinical Immunology,Wiley,Hybrid,Q1,,6.8,,
International Journal for Numerical and Analytical Methods in Geomechanics,,1096-9853,Physical Sciences & Engineering,Computational / Numerical Methods,Wiley,Hybrid,Q1,,3.6,,
International Journal for Numerical Methods in Biomedical Engineering,,2040-7947,Physical Sciences & Engineering,Computational / Numerical Methods,Wiley,Hybrid,Q2,,2.4,,
International Journal for Numerical Methods in Engineering,,1097-0207,Physical Sciences & Engineering,Computational / Numerical Methods,Wiley,Hybrid,Q1,,2.9,,
International Journal for Numerical Methods in Fluids,,1097-0363,Physical Sciences & Engineering,Computational / Numerical Methods,Wiley,Hybrid,Q2,,1.8,,
International Journal of Adaptive Control and Signal Processing,,1099-1115,Physical Sciences & Engineering,Control Systems Technology,Wiley,Hybrid,Q2,,3.8,,
International Journal of Applied Ceramic Technology,,1744-7402,Physical Sciences & Engineering,Ceramics,Wiley,Hybrid,Q2,,2.3,,
International Journal of Applied Glass Science,,2041-1294,Physical Sciences & Engineering,Ceramics,Wiley,Hybrid,Q2,,2.5,,
International Journal of Applied Linguistics,,1473-4192,Humanities,Applied Linguistics,Wiley,Hybrid,Q1,,1.7,,
International Journal of Art & Design Education,,1476-8070,Social & Behavioral Sciences,Art & Design Education,Wiley,Hybrid,Q1,,1.2,,
International Journal of Cancer,,1097-0215,Medicine,Oncology & Radiotherapy,Wiley,Hybrid,Q1,,4.7,,
International Journal of Clinical Practice,,1742-1241,Medicine,General & Internal Medicine,Wiley,Hybrid,Q1,,2.4,,
International Journal of Consumer Studies,,1470-6431,"Business, Economics, Finance & Accounting",Marketing & Sales,Wiley,Hybrid,Q1,,7.6,,
International Journal of Cosmetic Science,,1468-2494,Medicine,Dermatology,Wiley,Hybrid,Q2,,2.5,,
International Journal of Dermatology,,1365-4632,Medicine,Dermatology,Wiley,Hybrid,Q1,,3.2,,
International Journal of Eating Disorders,,1098-108X,Psychology,Clinical Psychology,Wiley,Hybrid,Q1,,4.3,,
International Journal of Energy Research,,1099-114X,Physical Sciences & Engineering,General Energy,Wiley,Hybrid,Q1,,4.2,,
International Journal of Experimental Pathology,,1365-2613,Medicine,Pathology,Wiley,Hybrid,Q2,,2.2,,
