journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
The Open Dentistry Journal,,1874-1495,Medicine,Medicine,Bentham Science,Hybrid,Q4,,0.6,,"The Open Dentistry Journal is an open-access journal that publishes research articles, reviews, letters, case reports and guest-edited single-topic issues in all areas of dentistry and the oral cavity. The journal is essential reading for researchers, orthodontic clinicians and academic and industry professionals. It aims to facilitate the quick communication of scientific knowledge among them.


The journal encourages submissions related to the following fields of dentistry:

Clinical Trials
Dental Biomaterials Science
Dental Implants
Endodontology
Fixed and Removable Prosthodontics
Management of Dental Disease
Maxillofacial Surgery
Operative Dentistry
Oral Medicine
Oral Pathology
Periodontology
Restorative Dentistry
Translational Research

The Open Dentistry Journal, a peer-reviewed journal, is an essential and reliable source of current information on important recent developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Dentistry Journal is an international, peer-reviewed, open-access journal covering all aspects of dentistry published continuously by Bentham Open."
Recent Advances in Electrical & Electronic Engineering,2352-0965,2352-0973,Engineering,Engineering,Bentham Science,Hybrid,Q4,,0.5,,"Recent Advances in Electrical & Electronic Engineering publishes review and research articles, guest edited thematic issues, and reviews on patents on electrical and electronic engineering and applications. The journal also covers research in fast emerging applications of electrical power supply, electrical systems, power transmission, electromagnetism, motor control process and technologies involved and related to electrical and electronic engineering."
Current Psychiatry Research and Reviews,2666-0822,2666-0830,Neuroscience/ Psychiatry,Neuroscience/ Psychiatry,Bentham Science,Hybrid,Q4,,0.4,,"Current Psychiatry Research & Reviews publishes peer-reviewed content including expert reviews, original research articles and single topic guest-edited issues dedicated to clinical research on all the latest advances in clinical psychiatry and its related areas, e.g. pharmacology, epidemiology, clinical care and therapy."
The Open Cardiovascular Medicine Journal,,1874-1231,Medicine,Medicine,Bentham Science,Hybrid,Q4,,0.4,,"The Open Cardiovascular Medicine Journal is an open-access journal which publishes research articles, reviews/mini-reviews, case studies, short communications/letters and guest-edited thematic issues on the understanding of scientific advances in the field of cardiovascular medicine, written and reviewed by globally recognized experts. Manuscripts on range of topics including cardiac and circulatory system disorders, heart failure, cardiac surgery and pharmacological treatment, arrhythmias, pacing and cellular electrophysiology, atrial fibrillation, vascular and lymphatic research and other related fields are considered for publication.


The Open Cardiovascular Medicine Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Cardiovascular Medicine Journal is an international, peer-reviewed, open-access journal covering all aspects of cardiovascular medicine published continuously by Bentham Open."
Current Respiratory Medicine Reviews,1573-398X,1875-6387,Cardiovascular Science/Respiratory medicine,Cardiovascular Science/Respiratory medicine,Bentham Science,Hybrid,Q4,,0.3,,"Current Respiratory Medicine Reviews publishes original research papers, frontier reviews, drug clinical trial studies and guest edited issues dedicated to clinical research on all the latest advances on respiratory diseases and its related areas e.g. pharmacology, pathogenesis, clinical care, therapy. The journal is essential reading for all researchers and clinicians in respiratory medicine."
Current Women`s Health Reviews,1573-4048,1875-6581,Women's Health/ Obstetrics & gynecology,Women's Health/ Obstetrics & gynecology,Bentham Science,Hybrid,Q4,,0.3,,"Current Women's Health Reviews publishes original research papers, frontier reviews, drug clinical trial studies and guest edited thematic issues written by leaders in the field covering a range of current topics on obstetrics and gynecology. The journal's aim is to publish the highest quality articles dedicated to research in the field. The journal is essential reading for all clinicians and researchers in the fields of obstetrics and gynecology."
The Open Ophthalmology Journal,,1874-4400,Medicine,Medicine,Bentham Science,Hybrid,Q4,,0.3,,"The Open Ophthalmology Journal is an open-access journal which publishes research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all important areas of experimental and clinical research in ophthalmology, including ophthalmological therapies, devices, and surgical techniques used for the treatment of eye diseases and refractive errors.


The Open Ophthalmology Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field, including physiological optics, optometry, and reconstructive surgery. The scope of the journal also covers studies related to the anatomy and function of the cornea and retina. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Ophthalmology Journal is an international, peer-reviewed, open-access journal covering all aspects of ophthalmology published continuously by Bentham Open."
Current Drug Discovery Technologies,1570-1638,1875-6220,Drug Design & Discovery,Drug Design & Discovery,Bentham Science,Hybrid,NO,,,,"Due to the plethora of new approaches being used in modern drug discovery by the pharmaceutical industry, Current Drug Discovery Technologies has been established to provide comprehensive overviews of all the major modern techniques and technologies used in drug design and discovery. The journal is the forum for publishing original research papers, reviews, drug clinical trial studies and guest edited thematic issues describing novel approaches and cutting edge technologies used in all stages of drug discovery. The journal addresses the multidimensional challenges of drug discovery science including integration issues of the drug discovery process."
Current Bioactive Compounds,1573-4072,1875-6646,Organic Chemistry,Organic Chemistry,Bentham Science,Hybrid,NO,,,,"Current Bioactive Compounds aims to provide full-length/mini review articles as well as research papers on new bioactive compounds with proven activities in various biological screenings and pharmacological models with a special emphasis on stereoselective synthesis. The aim is to provide a valuable information source of bioactive compounds synthesized or isolated, which can be used for further development of pharmaceuticals by industry and academia."
Current Enzyme Inhibition,1573-4080,1875-6662,Medicinal chemistry/Drug discovery,Medicinal chemistry/Drug discovery,Bentham Science,Hybrid,NO,,,,"Current Enzyme Inhibition aims to publish original research, review and letter articles in all the latest and outstanding developments on enzyme inhibition studies. The coverage includes the mechanisms of inhibitory processes of enzymes, recognition of active sites, and the discovery of agonists and antagonists, leading to the design and development of new drugs of significant therapeutic value. Current Enzyme Inhibition is an essential journal for every pharmaceutical researcher and medicinal chemist who wishes to have up-to-date knowledge about each and every development in the study of enzyme inhibition."
Current Signal Transduction Therapy,1574-3624,2212-389X,Oncology & Cancer Research/Pharmacology,Oncology & Cancer Research/Pharmacology,Bentham Science,Hybrid,NO,,,,"The journal publishes timely in-depth reviews, research article and drug clinical trial studies in the field of signal transduction therapy. Thematic issues are also published to cover selected areas of signal transduction therapy. Coverage of the field includes genomics, proteomics, medicinal chemistry and the relevant diseases involved in signaling e.g. cancer, neurodegenerative and inflammatory diseases. Current Signal Transduction Therapy is an essential journal for all involved in drug design and discovery."
Anti-Inflammatory & Anti-Allergy Agents in Medicinal Chemistry,1871-5230,1875-614X,Inflammation & Allergy Science,Inflammation & Allergy Science,Bentham Science,Hybrid,NO,,,,Anti-Inflammatory & Anti-Allergy Agents in Medicinal Chemistry aims to cover all the latest and outstanding developments in medicinal chemistry and rational drug design for the discovery of new anti-inflammatory & anti-allergy agents.
Central Nervous System Agents in Medicinal Chemistry,1871-5249,1875-6166,Neuroscience/Drug discovery,Neuroscience/Drug discovery,Bentham Science,Hybrid,NO,,,,Central Nervous System Agents in Medicinal Chemistry aims to cover all the latest and outstanding developments in medicinal chemistry and rational drug design for the discovery of new central nervous system agents.
Cardiovascular & Hematological Agents in Medicinal Chemistry,1871-5257,1875-6182,Cardiovascular Science,Cardiovascular Science,Bentham Science,Hybrid,NO,,,,"Cardiovascular & Hematological Agents in Medicinal Chemistry aims to cover all the latest and outstanding developments in medicinal chemistry and rational drug design for the discovery of new Cardiovascular & Hematological Agents. Each issue contains a series of timely in-depth reviews, original research articles and drug clinical trial studies written by leaders in the field covering a range of current topics in Cardiovascular & Hematological medicinal chemistry."
Infectious Disorders - Drug Targets,1871-5265,2212-3989,Anti_infective / Infectious Diseases/Pharmacology,Anti_infective / Infectious Diseases/Pharmacology,Bentham Science,Hybrid,NO,,,,"Infectious Disorders - Drug Targets aims to cover all the latest and outstanding developments in medicinal chemistry, pharmacology, molecular biology, genomics and biochemistry of contemporary molecular targets involved in infectious disorders e.g. disease specific proteins, receptors, enzymes, genes. Each issue of the journal contains a series of timely in-depth reviews and research articles written by leaders in the field covering a range of current topics on drug targets involved in infectious disorders. As the discovery, identification, characterization and validation of novel human drug targets for anti-infective drug discovery continue to grow, this journal will be essential reading for all pharmaceutical scientists involved in drug design, discovery and development."
Cardiovascular & Hematological Disorders-Drug Targets,1871-529X,2212-4063,Cardiology  & Cardiovascular Science: Pharmacology,Cardiology  & Cardiovascular Science: Pharmacology,Bentham Science,Hybrid,NO,,,,"Cardiovascular & Hematological Disorders-Drug Targets aims to cover all the latest and outstanding developments on the medicinal chemistry, pharmacology, molecular biology, genomics and biochemistry of contemporary molecular targets involved in cardiovascular and hematological disorders e.g. disease specific proteins, receptors, enzymes, genes. Each issue of the journal contains a series of timely in-depth, reviews, original research articles, drug clinical trial studies and guest edited thematic issues written by leaders in the field covering a range of current topics on drug targets involved in cardiovascular and hematological disorders. As the discovery, identification, characterization and validation of novel human drug targets for cardiovascular and hematological drug discovery continues to grow; this journal is essential reading for all pharmaceutical scientists involved in drug discovery and development."
Recent Patents on Biotechnology,1872-2083,2212-4012,Biotechnology,Biotechnology,Bentham Science,Hybrid,NO,,,,"Recent Patents on Biotechnology publishes review and research articles, and guest edited thematic issues on recent patents in the field of biotechnology. A selection of important and recent patents on biotechnology is also included in the journal. The journal is essential reading for all researchers involved in all fields of biotechnology."
Recent Patents on Engineering,1872-2121,2212-4047,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,"Recent Patents on Engineering publishes full-length/mini-reviews and research articles, and guest-edited thematic issues on recent patents in the field of engineering. A selection of important and recent patents on engineering is also included in the journal. The journal is an essential reading for all researchers involved in engineering sciences; the following topics are covered in the scope of this journal:"
Current Aging Science,1874-6098,1874-6128,Molecular Medicine,Molecular Medicine,Bentham Science,Hybrid,NO,,,,"Current Aging Science publishes frontier review and experimental articles in all areas of aging and age-related research that may influence longevity. This multidisciplinary journal will help in understanding the biology and mechanism of aging, genetics, pathogenesis, intervention of normal aging process and preventive strategies of age-related disorders. The journal publishes objective reviews written by experts and leaders actively engaged in research using cellular, clinical, molecular, and animal models, including lower organism models (e.g., yeast, Caenorhabditis elegans and Drosophila). In addition to the affect of aging on integrated systems, the journal also covers original articles on recent research in fast emerging areas of adults stem cells, brain imaging, calorie restriction, immunosenescence, molecular diagnostics, pharmacology and clinical aspects of aging. Manuscripts are encouraged that relate to developmental programming of aging and the synergistic mechanism of aging with cardiovascular diseases, obesity and neurodegenerative disorders."
Current Pharmacogenomics and Personalized Medicine,1875-6921,1875-6913,Molecular Medicine,Molecular Medicine,Bentham Science,Hybrid,NO,,,,"Current Pharmacogenomics and Personalized Medicine (CPPM) is a transdisciplinary peer-reviewed biomedical journal that reports new findings and cutting-edge concepts in both pharmacogenomics and personalized medicine under a single cover. CPPM is an accelerator for global personalized medicine and pharmacogenomics. Importantly, the journal provides a multi-disciplinary integrated platform from cell to society to address diagnostics and responsible pharmacogenomics applications in developing countries."
Micro and Nanosystems,1876-4029,1876-4037,Nanotechnology,Nanotechnology,Bentham Science,Hybrid,NO,,,,"Micro and Nanosystems publishes significant original work, topical reviews and guest edited issues ranging from technologies and systems to product innovation and new manufacturing processes with features at the micro and nanoscale. Applications for micro and nanosystems in areas such as health, environment, food, security and consumer goods are covered. The topics to be addressed include Lab-on-a-chip, microfluidics, nano-biotechnology, micro and nanomanufacturing, printed electronics and MEMS."
Current Nanomedicine,2468-1873,2468-1881,Nanomedicine,Nanomedicine,Bentham Science,Hybrid,NO,,,,"Current Nanomedicine publishes reviews, research articles and guest edited thematic issues in the field of nanomedicine. The journal is essential reading for all academic, industrial and clinical researchers who wish to be kept informed about important breakthroughs in nanomedicine."
Current Physical Chemistry,1877-9468,1877-9476,Physical Chemistry,Physical Chemistry,Bentham Science,Hybrid,NO,,,,"Current Physical Chemistry publishes research articles, full-length/mini reviews, and topical issues on the important recent developments in physical chemistry and allied disciplines.

The scope of the journal covers all areas of physical chemistry, including surface science, colloids and interfaces, thermodynamics, spectroscopy, molecular structure, solid state chemistry, catalysis, kinetics, theoretical chemistry, chemical physics and biophysical chemistry.

Current Physical Chemistry is an essential journal for every physical chemist who wishes to be kept informed and up-to-date with the latest and most important developments."
"Current Science, Engineering and Technology",3050-6115,3050-6123,"Bioinformatics, Interdisciplinary Applications Computer Science","Bioinformatics, Interdisciplinary Applications Computer Science",Bentham Science,Hybrid,NO,,,,"Current Science, Engineering and Technology publishes original research articles, letters, case reports, comprehensive in-depth reviews/mini-reviews, and guest-edited thematic issues in various disciplines of science. Current Science, Engineering and Technology is not limited to a specific field but instead covers all major fields of science, engineering, technology, and medicine."
Drug Delivery Letters,2210-3031,2210-304X,Drug Delivery/ Pharmaceutical science,Drug Delivery/ Pharmaceutical science,Bentham Science,Hybrid,NO,,,,"Drug Delivery Letters publishes short papers and mini-reviews in all important aspects of drug delivery, gene delivery, and drug targeting. Short papers report seminal results and research approaching conclusion of importance in the field."
International Journal of Sensors Wireless Communications and Control,2210-3279,2210-3287,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,"International Journal of Sensors, Wireless Communications and Control publishes timely research articles, reviews and communications on these three strongly related areas, with emphasis on networked control systems whose sensors are interconnected via wireless communication networks."
Nanoscience & Nanotechnology-Asia,2210-6812,2210-6820,Nanotechnology,Nanotechnology,Bentham Science,Hybrid,NO,,,,"Nanoscience & Nanotechnology-Asia publishes expert reviews, original research articles, letters and guest edited issues on all the most recent advances in nanoscience and nanotechnology with an emphasis on research in Asia and Japan. All aspects of the field are represented including chemistry, physics, materials science, biology and engineering mainly covering the following; synthesis, characterization, assembly, theory, and simulation of nanostructures (nanomaterials and assemblies, nanodevices, nano-bubbles, nano-droplets, nanofluidics, and self-assembled structures), nanofabrication, nanobiotechnology, nanomedicine and methods and tools for nanoscience and nanotechnology."
Anti-Infective Agents,2211-3525,2211-3533,Anti_infective / Infectious Diseases/Drug discovery,Anti_infective / Infectious Diseases/Drug discovery,Bentham Science,Hybrid,NO,,,,"Anti-Infective Agents publishes original research articles, expert reviews, drug clinical trial studies and guest edited issues on all the latest and outstanding developments on the medicinal chemistry, biology, pharmacology and use of anti-infective and anti-parasitic agents. The scope of the journal covers all pre-clinical and clinical research on antimicrobials, antibacterials, antiviral, antifungal, and antiparasitic agents."
Current Catalysis,2211-5447,2211-5455,Catalysis,Catalysis,Bentham Science,Hybrid,NO,,,,"Current Catalysis is an international peer-reviewed journal, which publishes original research, expert reviews and thematic issues in all core areas of catalysis including theoretical, experimental and applied research. The scope includes heterogeneous catalysis, homogeneous catalysis, bio-catalysis, synthesis and properties of new catalysts including synthesis and catalytic function of novel inorganic solids and complexes, studies that relate catalytic function to fundamental chemical processes in metal complexes and at surfaces, novel concepts in surface chemistry."
Current Biotechnology,2211-5501,2211-551X,Biotechnology,Biotechnology,Bentham Science,Hybrid,NO,,,,"Current Biotechnology publishes critical and authoritative reviews, original research and methodology articles, and thematic issues in all areas of biotechnology, including basic and applied research. The journal serves as an advanced forum for innovative studies and major trends at the interface of technology, life sciences and biomedicine. Our aim is to provide a comprehensive and reliable source of information on the current advances and future perspectives in key themes of biotechnology."
Current Psychopharmacology,2211-5560,2211-5579,Psychopharmacology,Psychopharmacology,Bentham Science,Hybrid,NO,,,,"Current Psychopharmacology publishes peer-reviewed expert reviews, original research articles and single topic guest edited issues on all aspects of pre-clinical and clinical research in psychopharmacology. The journal aims to be the leading forum for expert review articles in the field. The journal also accepts high-level original research articles on outstanding topics of preclinical and clinical psychopharmacology. Data must be published for the first time in Current Psychopharmacology."
Pharmaceutical Nanotechnology,2211-7385,2211-7393,Drug Delivery/ Drug Design & Discovery/Nanoscience,Drug Delivery/ Drug Design & Discovery/Nanoscience,Bentham Science,Hybrid,NO,,,,"Pharmaceutical Nanotechnology publishes original manuscripts, reviews, thematic issues, rapid technical notes and commentaries that provide insights into the synthesis, characterisation and pharmaceutical (or diagnostic) application of materials at the nanoscale. The nanoscale is defined as a size range of below 1 µm. Scientific findings related to micro and macro systems with functionality residing within features defined at the nanoscale are also within the scope of the journal. Manuscripts detailing the synthesis, exhaustive characterisation, biological evaluation, clinical testing and/ or toxicological assessment of nanomaterials are of particular interest to the journal’s readership. Articles should be self contained, centred around a well founded hypothesis and should aim to showcase the pharmaceutical/ diagnostic implications of the nanotechnology approach. Manuscripts should aim, wherever possible, to demonstrate the in vivo impact of any nanotechnological intervention. As reducing a material to the nanoscale is capable of fundamentally altering the material’s properties, the journal’s readership is particularly interested in new characterisation techniques and the advanced properties that originate from this size reduction. Both bottom up and top down approaches to the realisation of nanomaterials lie within the scope of the journal."
Clinical Cancer Drugs,2212-697X,2212-6988,Pharmaceutical science,Pharmaceutical science,Bentham Science,Hybrid,NO,,,,"Clinical Cancer Drugs publishes original research and (as well as) expert reviews, and thematic issues in all core areas of translational and clinical cancer drug research."
Current Chemical Biology,2212-7968,1872-3136,Biochemistry,Biochemistry,Bentham Science,Hybrid,NO,,,,"Current Chemical Biology aims to publish full-length and mini reviews as well as research papers on exciting new developments at the chemistry-biology interface, covering topics relating to Chemical Synthesis, Science at Chemistry-Biology Interface and Chemical Mechanisms of Biological Systems."
Recent Patents on Mechanical Engineering,2212-7976,1874-477X,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,"Recent Patents on Mechanical Engineering publishes full-length/mini reviews and research articles and also guest-edited thematic issues in the field of mechanical engineering. The journal also covers recent research on rapidly emerging analytical methods, designs, manufacturing and structural analysis of automobiles, aircrafts, aerodynamics, manufacturing plants, industrial instruments, industrial fluid power and control, machines, mechatronics, biomechanics, robotics, robot rehabilitation, lubrication and wear, acoustics and noise, heating and cooling systems, solar energy, turbines, vibration & control and other thermal processes involved in and related to mechanical engineering.

A selection of important and recent patents on mechanical engineering is also included in the journal. The journal offers essential reading for all researchers involved in mechanical engineering."
Recent Advances in Food Nutrition & Agriculture,2772-574X,2772-5758,Food Science/Nutrition/Agriculture,Food Science/Nutrition/Agriculture,Bentham Science,Hybrid,NO,,,,"Recent Advances in Food, Nutrition & Agriculture publishes full-length/mini reviews and research articles, and guest edited thematic issues on recent advances in all fields of food science & technology, nutrition and agricultural science & technology. A selection of important and recent advances in the areas covered is also included in the journal. The journal is essential reading for all researchers involved in food, nutrition and agricultural sciences and technology. The journal also covers recent research (where patents have been registered in fast emerging technologies related to food additives, contaminants and microbiology, micro and macro-molecular food supplements, edible alternatives, food chemistry and biochemistry, meat science, nutraceuticals, healthy diet, dairy science, food engineering and processing, cereal science, brewing, and food quality and safety. All aspects of nutrition, including general and clinical nutrition, nutrition metabolism and biochemistry, vitamin research, nutritional value, calorie intake, malnutrition, and associated diseases, are also included in the journal's scope. The journal also welcomes articles related to agricultural engineering, such as the use of advanced machines and equipment for the improvement of crop harvesting, processing, and storage. Plant derivatives, agricultural technology and products, and safety issues related to food, nutrition, and agriculture are also covered."
Current Nanomaterials,2405-4615,2405-4623,Nanoscience,Nanoscience,Bentham Science,Hybrid,NO,,,,"Current Nanomaterials, a peer reviewed journal publishes reviews, original research articles and thematic issues on experimental and applied research on nanomaterials. The scope covers the synthesis, structure, properties, characterization and application of nanomaterials. The journal will cover all areas of nanomaterial science, engineering and nanotechnology with emphasis on all aspects of research on a wide range of nanomaterials including nanocomposites, inorganic materials, polymeric and biological materials and hybrid materials."
Journal of Advanced Energy Research,3051-228X,3051-2298,Energy Science and technology,Energy Science and technology,Bentham Science,Hybrid,NO,,,,"Journal of Advanced Energy Research is an international, peer-reviewed, open-access journal dedicated to publishing high-impact research and developments across the full spectrum of energy science and technology. The journal aims to serve as a global platform for academics, industry professionals, policymakers, and engineers working toward sustainable, efficient, and innovative energy solutions."
Recent Innovations in Chemical Engineering,2405-5204,2405-5212,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,"Recent Innovations in Chemical Engineering publishes reviews, research articles and guest edited thematic issues on recent innovations in chemical engineering.Recent innovations may also include important recent patents, new technology, methodology, techniques and applications in all aspects of chemical engineering."
Current Applied Polymer Science,2452-2716,2452-2724,Polymer Science,Polymer Science,Bentham Science,Hybrid,NO,,,,"Current Applied Polymer Science publishes expert review articles and thematic issues in all applied aspects of polymer science including composites, nano polymeric composites and molecular composites, It includes biodegradable polymers, polysaccharides and other natural polymers, membranes, energy conversion and storage, conducting polymers, biomedical implants, and synthetic polymers. It will cover miscible and compatible polymer blends, amorphous and semi-crystallline polymer blends, rubber toughened and elastomeric blends, self-reinforced blends, interpenetrating networks and all other aspects of polymer science as applied to various fields of pharmaceuticals, industrial manufacture, health, agriculture, new materials and other areas."
Current Drug Research Reviews,2589-9775,2589-9783,Addiction/Substance Abuse/Pharmacology,Addiction/Substance Abuse/Pharmacology,Bentham Science,Hybrid,NO,,,,"Current Drug Research Reviews publishes research articles, full-length/mini review articles and clinical studies on the design and development of new drugs, including drug targeting, medicinal chemistry, in-silico drug design, combinatorial chemistry, meta-analyses, drug abuse and addiction, drug-drug interactions and enzyme kinetics; species scaling and extrapolations; drug transporters;"
Journal of Bio-catalysis and Photocatalysis,3050-8819,3050-8827,Materials Science and Nanotechnology,Materials Science and Nanotechnology,Bentham Science,Hybrid,NO,,,,"Journal of Bio-catalysis and Photocatalysis” would publish high-quality research papers, reviews, and short communications focused on Bio-catalysis and photocatalysis from many different scientific areas including Biochemistry, Chemistry, Chemical Engineering, Materials Science, Materials Engineering, Environmental Engineering, Nanotechnology, and Green Chemistry."
Current Nutraceuticals,2665-9786,2665-9794,Food Science and Nutrition,Food Science and Nutrition,Bentham Science,Hybrid,NO,,,,"“Current Nutraceuticals” publishes original research articles, mini- and full-length reviews, feature articles, technical notes and thematic issues covering all aspects of nutraceuticals, from the isolation and comprehensive characterization of secondary metabolites and their synthesis to the biological activity of nutritional constituents and antioxidants, clinical, population, ethnological and agricultural studies. The journal also explicitly welcomes interdisciplinary contributions considering wider social, cultural, ethical and applied aspects of nutraceuticals and nutrition in modern society."
Current Computer Science,2950-3779,2950-3787,Computer Science,Computer Science,Bentham Science,Hybrid,NO,,,,"Current Computer Science publishes original research articles, letters, reviews/mini-reviews, and guest-edited thematic issues dealing with various topics related to Computer Science. Current Computer Science is not limited to a specific aspect of the field but is instead devoted to a wide range of sub-fields in the field. Articles of a multi-disciplinary nature are particularly welcome. Submissions in the following areas are of special interest to the readers of this journal:"
Current Topics in Chemistry,2950-4023,2950-4031,Chemistry,Chemistry,Bentham Science,Hybrid,NO,,,,"Current Topics in Chemistry publishes original research articles, letters, reviews/mini-reviews, and guest-edited thematic issues dealing with various topics related to chemistry. Current Topics in Chemistry journal is not limited to a specific aspect of the field but is instead devoted to a wide range of subfields. Articles of a multi-disciplinary nature are particularly welcome. Submissions in the following areas are of special interest to the readers of this journal:"
Journal of Current Toxicology and Venomics,2950-5704,2950-5712,Toxicology,Toxicology,Bentham Science,Hybrid,NO,,,,"Journal of Current Toxicology and Venomics publishes original research articles, letters, case reports, comprehensive in-depth reviews/mini-reviews, and guest-edited thematic issues in various fields of Toxicology and Venomics. Journal of Current Toxicology and Venomics is not limited to a specific field but instead covers all major fields of Toxicology and Venomics."
Current Materials Science,2666-1454,2666-1462,Material Science,Material Science,Bentham Science,Hybrid,NO,,,,"Current Materials Science publishes full-length/mini reviews, research articles, recent patents and guest edited thematic issues in all areas of materials science. The journal is essential reading for all researchers involved in materials science."
Recent Advances in Computer Science and Communications,2666-2558,2666-2566,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,"Recent Advances in Computer Science and Communications publishes full-length/mini reviews, research articles and guest edited thematic issues reporting theoretical and experimental advances as well asrecent patents in all areas of computer science and communications. A selection of important and recent patents on computer science is also included in the journal. The journal is essential reading for all researchers involved in computer science and in the general areas of communications. Topics of interest include but are not limited to computer graphics, artificial intelligence, cybernetics, hardware architectures, software, modulation, signal design, and detection, information theory with application to communications, cognitive radio, physical layer security, cross-layer design and networking, current and future communication systems such as 4G, 5G, WiFi, etc. The journal also covers recent research (where patents have been registered in fast emerging computation methods, bioinformatics, medical informatics, theory and methods involved and related to computer science and communications. 

Recent Advances in Computer Science and Communications publishes full-length/mini reviews, research articles and guest edited thematic issues reporting theoretical and experimental advances as well asrecent patents in all areas of computer science and communications. A selection of important and recent patents on computer science is also included in the journal. The journal is essential reading for all researchers involved in computer science and in the general areas of communications. Topics of interest include but are not limited to computer graphics, artificial intelligence, cybernetics, hardware architectures, software, modulation, signal design, and detection, information theory with application to communications, cognitive radio, physical layer security, cross-layer design and networking, current and future communication systems such as 4G, 5G, WiFi, etc. The journal also covers recent research (where patents have been registered in fast emerging computation methods, bioinformatics, medical informatics, theory and methods involved and related to computer science and communications."
The International Journal of Gastroenterology and Hepatology Diseases,2666-2906,2666-2914,Medicine,Medicine,Bentham Science,Hybrid,NO,,,,"The International Journal of Gastroenterology and Hepatology Diseases publishes articles on all gastrointestinal and liver diseases of global significance. Our aim is to encourage scientists to publish their experimental and theoretical results in as much detail as possible through the submission of full-length/mini reviews, original research articles and thematic issues covering all aspects of the recent advancements and applications of the management of gastrointestinal disorders and liver diseases, such as new therapies and diagnostic tools and the elucidation of physiopathology mechanisms of those diseases in theoretical or experimental models. The scope of the journal includes, but is not limited to:

Diseases involving the gastrointestinal tract (esophagus, stomach, small intestine, large intestine and rectum, and the pancreas accessory organ of digestion)
Diseases involving the liver (i.e. autoimmune diseases, viral hepatitis, alcoholic liver diseases, metabolic diseases)
Infectious diseases in the gastrointestinal tract and the liver
Epidemiology of gastrointestinal diseases
Diagnosis and treatment
Nutrition
Disease biomarkers
Drug discovery, efficacy, toxicity, and personalized medicine
Pathology
Diagnostic and therapeutic endoscopy"
Journal of Intelligent Systems in Current Computer Engineering,3050-5070,3050-5089,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,The aim of the Journal of Intelligent Systems in Current Computer Engineering is to publish recent advancements in the interdisciplinary fields of intelligent systems applied to computer engineering. The scope of the journal involves intelligent modelling techniques and applications in every branch of computer engineering.
Current Forensic Science and Criminology,3051-2247,3051-2255,Forensic Science,Forensic Science,Bentham Science,Hybrid,NO,,,,"Current Forensic Science and Criminology is a peer-reviewed journal dedicated to publishing high-quality research articles, reviews, mini-reviews, case reports, and guest-edited thematic issues in the field of forensic science and criminology. As a vital and trustworthy source of the latest advancements and information in the field, the journal prioritizes the dissemination of top-tier articles with rapid worldwide accessibility."
Current Probiotics,2666-6499,2666-6502,Pharmaceutical Science,Pharmaceutical Science,Bentham Science,Hybrid,NO,,,,"The journal is devoted to all aspects of science and technology of prebiotics including functionalities and performance, analytical methodology, and applications relevant to humans, animals and plants. The topics covered include both fundamental and applied research areas such as:

Analytical methodology related to chemistry, physics, physical chemistry, genomics, and so on.
Clinical areas.
Mechanisms of action.
Sources and applications in food and non-food areas, including human health, veterinary, cosmetics, agriculture, and aquaculture.
Technological and regulatory aspects covering product categories, formulation, and manufacturing processes, dealing particularly with packaging and preservation techniques"
Current Cosmetic Science,2666-7797,2666-7800,Cosmetics Science,Cosmetics Science,Bentham Science,Hybrid,NO,,,,"“Current Cosmetic Science” publishes original research articles, in-depth reviews/mini reviews, thematic issues, and technical notes covering all aspects of advancements in fundamental and applied research on skin, cosmetic and cosmeceutical products, isolation and comprehensive characterization of natural products and their synthesis to the beneficial effects of the constituents as cosmetic and cosmeceutical ingredients. The journal also explicitly welcomes interdisciplinary contributions considering wider social, cultural, ethical and applied aspects of cosmetic science in modern society.-"
Current Artificial Intelligence,2950-3752,2950-3760,Artificial Intelligence,Artificial Intelligence,Bentham Science,Hybrid,NO,,,,"Current Artificial Intelligence is an international journal promoting a comprehensive view of the field of artificial intelligence development to solve real-life problems. Artificial intelligence (AI is a new technical science that studies and develops theories, methods, and application systems used to simulate and extend human intelligence. The research in this field includes computational intelligence, language recognition, image recognition, natural language processing, fuzzy systems, and expert systems. The rapidly published science journal focuses on the development of artificial intelligence methods in the world. Submitted papers should report some new aspects of the field of AI and also be validated using some public data sets for easy replicability of the research results."
